drugbank_id	drugbank_name	do_slim_id	do_slim_name	do_subsumed_id	do_subsumed_name	resource
DB00353	Methylergometrine	DOID:6364	migraine	DOID:6364	migraine	medi_lps
DB00353	Methylergometrine	DOID:6364	migraine	DOID:6364	migraine	predict
DB00356	Chlorzoxazone	DOID:6364	migraine	DOID:6364	migraine	medi_lps
DB00359	Sulfadiazine	DOID:12365	malaria	DOID:12365	malaria	medi_hps
DB00359	Sulfadiazine	DOID:12365	malaria	DOID:14324	Plasmodium malariae malaria	medi_hps
DB00359	Sulfadiazine	DOID:635	acquired immunodeficiency syndrome	DOID:635	acquired immunodeficiency syndrome	medi_lps
DB00360	Tetrahydrobiopterin	DOID:10763	hypertension	DOID:1073	renal hypertension	medi_lps
DB00360	Tetrahydrobiopterin	DOID:10763	hypertension	DOID:6432	pulmonary hypertension	medi_lps
DB00360	Tetrahydrobiopterin	DOID:12849	autistic disorder	DOID:12849	autistic disorder	medi_lps
DB00360	Tetrahydrobiopterin	DOID:1936	atherosclerosis	DOID:1936	atherosclerosis	medi_lps
DB00360	Tetrahydrobiopterin	DOID:3393	coronary artery disease	DOID:3393	coronary artery disease	medi_lps
DB00360	Tetrahydrobiopterin	DOID:784	chronic kidney failure	DOID:784	chronic kidney failure	medi_lps
DB00361	Vinorelbine	DOID:1115	sarcoma	DOID:1115	sarcoma	medi_lps
DB00361	Vinorelbine	DOID:1324	lung cancer	DOID:3908	non-small cell lung carcinoma	medi_hps
DB00361	Vinorelbine	DOID:1324	lung cancer	DOID:5409	lung small cell carcinoma	medi_hps
DB00361	Vinorelbine	DOID:1612	breast cancer	DOID:1612	breast cancer	medi_hps
DB00361	Vinorelbine	DOID:2394	ovarian cancer	DOID:2394	ovarian cancer	medi_hps
DB00361	Vinorelbine	DOID:2531	hematologic cancer	DOID:8567	Hodgkin's lymphoma	medi_hps
DB00361	Vinorelbine	DOID:2531	hematologic cancer	DOID:8567	Hodgkin's lymphoma	predict
DB00361	Vinorelbine	DOID:2531	hematologic cancer	DOID:8651	Hodgkin's granuloma	medi_hps
DB00361	Vinorelbine	DOID:4045	muscle cancer	DOID:3247	rhabdomyosarcoma	medi_lps
DB00361	Vinorelbine	DOID:4362	cervical cancer	DOID:2893	cervix carcinoma	medi_lps
DB00361	Vinorelbine	DOID:4362	cervical cancer	DOID:4362	cervical cancer	medi_lps
DB00363	Clozapine	DOID:3312	bipolar disorder	DOID:3312	bipolar disorder	medi_hps
DB00363	Clozapine	DOID:5419	schizophrenia	DOID:5419	schizophrenia	predict
DB00364	Sucralfate	DOID:10763	hypertension	DOID:1073	renal hypertension	predict
DB00364	Sucralfate	DOID:10763	hypertension	DOID:10763	hypertension	predict
DB00364	Sucralfate	DOID:2531	hematologic cancer	DOID:8584	Burkitt lymphoma	medi_lps
DB00364	Sucralfate	DOID:3393	coronary artery disease	DOID:3393	coronary artery disease	medi_lps
DB00364	Sucralfate	DOID:3393	coronary artery disease	DOID:5844	myocardial infarction	medi_lps
DB00364	Sucralfate	DOID:3393	coronary artery disease	DOID:9408	acute myocardial infarction	medi_lps
DB00364	Sucralfate	DOID:7148	rheumatoid arthritis	DOID:7148	rheumatoid arthritis	medi_lps
DB00367	Levonorgestrel	DOID:11612	polycystic ovary syndrome	DOID:11612	polycystic ovary syndrome	predict
DB00367	Levonorgestrel	DOID:13223	uterine fibroid	DOID:13223	uterine fibroid	medi_lps
DB00367	Levonorgestrel	DOID:2355	anemia	DOID:2355	anemia	medi_lps
DB00367	Levonorgestrel	DOID:635	acquired immunodeficiency syndrome	DOID:635	acquired immunodeficiency syndrome	medi_lps
DB00368	Norepinephrine	DOID:1595	endogenous depression	DOID:1470	major depressive disorder	medi_lps
DB00368	Norepinephrine	DOID:3393	coronary artery disease	DOID:5844	myocardial infarction	medi_lps
DB00368	Norepinephrine	DOID:3393	coronary artery disease	DOID:9408	acute myocardial infarction	medi_lps
DB00368	Norepinephrine	DOID:9835	refractive error	DOID:10235	Brown's tendon sheath syndrome	medi_lps
DB00371	Meprobamate	DOID:10283	prostate cancer	DOID:10283	prostate cancer	medi_lps
DB00371	Meprobamate	DOID:11476	osteoporosis	DOID:11476	osteoporosis	medi_lps
DB00371	Meprobamate	DOID:13378	Kawasaki disease	DOID:13378	Kawasaki disease	medi_lps
DB00371	Meprobamate	DOID:1612	breast cancer	DOID:1612	breast cancer	medi_lps
DB00371	Meprobamate	DOID:1826	epilepsy syndrome	DOID:1825	childhood absence epilepsy	medi_lps
DB00371	Meprobamate	DOID:3393	coronary artery disease	DOID:5844	myocardial infarction	medi_lps
DB00371	Meprobamate	DOID:3393	coronary artery disease	DOID:9408	acute myocardial infarction	medi_lps
DB00371	Meprobamate	DOID:7148	rheumatoid arthritis	DOID:7148	rheumatoid arthritis	medi_lps
DB00371	Meprobamate	DOID:9074	systemic lupus erythematosus	DOID:9074	systemic lupus erythematosus	medi_lps
DB00373	Timolol	DOID:10763	hypertension	DOID:1073	renal hypertension	predict
DB00373	Timolol	DOID:10763	hypertension	DOID:10763	hypertension	medi_hps
DB00373	Timolol	DOID:10763	hypertension	DOID:10763	hypertension	predict
DB00373	Timolol	DOID:10763	hypertension	DOID:10825	essential hypertension	medi_hps
DB00373	Timolol	DOID:1686	glaucoma	DOID:1067	open-angle glaucoma	medi_hps
DB00373	Timolol	DOID:1686	glaucoma	DOID:1067	open-angle glaucoma	predict
DB00373	Timolol	DOID:1686	glaucoma	DOID:1070	primary open angle glaucoma	predict
DB00373	Timolol	DOID:1686	glaucoma	DOID:1686	glaucoma	medi_hps
DB00373	Timolol	DOID:1686	glaucoma	DOID:9282	ocular hypertension	medi_hps
DB00373	Timolol	DOID:1686	glaucoma	DOID:9283	borderline glaucoma	medi_lps
DB00373	Timolol	DOID:3393	coronary artery disease	DOID:5844	myocardial infarction	medi_hps
DB00373	Timolol	DOID:3393	coronary artery disease	DOID:9408	acute myocardial infarction	medi_hps
DB00373	Timolol	DOID:6364	migraine	DOID:0060178	familial hemiplegic migraine	predict
DB00373	Timolol	DOID:6364	migraine	DOID:12783	migraine without aura	predict
DB00373	Timolol	DOID:6364	migraine	DOID:6364	migraine	medi_hps
DB00373	Timolol	DOID:6364	migraine	DOID:6364	migraine	predict
DB00374	Treprostinil	DOID:10763	hypertension	DOID:1073	renal hypertension	predict
DB00374	Treprostinil	DOID:10763	hypertension	DOID:10763	hypertension	medi_lps
DB00374	Treprostinil	DOID:10763	hypertension	DOID:10763	hypertension	predict
DB00374	Treprostinil	DOID:10763	hypertension	DOID:10825	essential hypertension	medi_lps
DB00374	Treprostinil	DOID:10763	hypertension	DOID:6432	pulmonary hypertension	ehrlink
DB00374	Treprostinil	DOID:10763	hypertension	DOID:6432	pulmonary hypertension	medi_hps
DB00374	Treprostinil	DOID:7148	rheumatoid arthritis	DOID:7148	rheumatoid arthritis	ehrlink
DB00376	Trihexyphenidyl	DOID:14330	Parkinson's disease	DOID:14330	Parkinson's disease	predict
DB00380	Dexrazoxane	DOID:1612	breast cancer	DOID:1612	breast cancer	medi_hps
DB00380	Dexrazoxane	DOID:2531	hematologic cancer	DOID:0060318	acute promyelocytic leukemia	medi_lps
DB00380	Dexrazoxane	DOID:2531	hematologic cancer	DOID:9119	acute myeloid leukemia	medi_lps
DB00381	Amlodipine	DOID:10763	hypertension	DOID:1073	renal hypertension	predict
DB00381	Amlodipine	DOID:10763	hypertension	DOID:10763	hypertension	predict
DB00381	Amlodipine	DOID:10763	hypertension	DOID:10825	essential hypertension	predict
DB00381	Amlodipine	DOID:3393	coronary artery disease	DOID:3393	coronary artery disease	predict
DB00384	Triamterene	DOID:10763	hypertension	DOID:10590	mild pre-eclampsia	medi_lps
DB00384	Triamterene	DOID:10763	hypertension	DOID:10591	pre-eclampsia	medi_lps
DB00384	Triamterene	DOID:10763	hypertension	DOID:10763	hypertension	medi_hps
DB00384	Triamterene	DOID:10763	hypertension	DOID:10825	essential hypertension	medi_hps
DB00385	Valrubicin	DOID:11054	urinary bladder cancer	DOID:11054	urinary bladder cancer	medi_hps
DB00385	Valrubicin	DOID:11054	urinary bladder cancer	DOID:11054	urinary bladder cancer	predict
DB00385	Valrubicin	DOID:11054	urinary bladder cancer	DOID:4007	bladder carcinoma	predict
DB00387	Procyclidine	DOID:10652	Alzheimer's disease	DOID:10652	Alzheimer's disease	predict
DB00387	Procyclidine	DOID:14330	Parkinson's disease	DOID:14330	Parkinson's disease	predict
DB00388	Phenylephrine	DOID:13189	gout	DOID:13189	gout	medi_lps
DB00388	Phenylephrine	DOID:13378	Kawasaki disease	DOID:13378	Kawasaki disease	medi_lps
DB00388	Phenylephrine	DOID:14330	Parkinson's disease	DOID:14330	Parkinson's disease	medi_lps
DB00388	Phenylephrine	DOID:1686	glaucoma	DOID:1067	open-angle glaucoma	medi_hps
DB00388	Phenylephrine	DOID:1686	glaucoma	DOID:1067	open-angle glaucoma	predict
DB00388	Phenylephrine	DOID:1686	glaucoma	DOID:1070	primary open angle glaucoma	predict
DB00388	Phenylephrine	DOID:1686	glaucoma	DOID:1686	glaucoma	medi_hps
DB00388	Phenylephrine	DOID:3393	coronary artery disease	DOID:5844	myocardial infarction	medi_lps
DB00388	Phenylephrine	DOID:3393	coronary artery disease	DOID:9408	acute myocardial infarction	medi_lps
DB00388	Phenylephrine	DOID:6364	migraine	DOID:6364	migraine	medi_lps
DB00388	Phenylephrine	DOID:7147	ankylosing spondylitis	DOID:7147	ankylosing spondylitis	medi_lps
DB00388	Phenylephrine	DOID:7148	rheumatoid arthritis	DOID:7148	rheumatoid arthritis	medi_lps
DB00388	Phenylephrine	DOID:9008	psoriatic arthritis	DOID:9008	psoriatic arthritis	medi_lps
DB00388	Phenylephrine	DOID:9074	systemic lupus erythematosus	DOID:9074	systemic lupus erythematosus	medi_lps
DB00390	Digoxin	DOID:12930	dilated cardiomyopathy	DOID:12930	dilated cardiomyopathy	ehrlink
DB00390	Digoxin	DOID:3393	coronary artery disease	DOID:3393	coronary artery disease	ehrlink
DB00390	Digoxin	DOID:3393	coronary artery disease	DOID:5844	myocardial infarction	medi_lps
DB00390	Digoxin	DOID:3393	coronary artery disease	DOID:9408	acute myocardial infarction	medi_lps
DB00394	Beclomethasone	DOID:2841	asthma	DOID:2841	asthma	medi_hps
DB00394	Beclomethasone	DOID:2841	asthma	DOID:2841	asthma	predict
DB00394	Beclomethasone	DOID:8577	ulcerative colitis	DOID:8577	ulcerative colitis	medi_lps
DB00394	Beclomethasone	DOID:8893	psoriasis	DOID:8893	psoriasis	medi_hps
DB00396	Progesterone	DOID:10763	hypertension	DOID:13042	persistent fetal circulation syndrome	medi_lps
DB00396	Progesterone	DOID:11714	gestational diabetes	DOID:11714	gestational diabetes	medi_lps
DB00396	Progesterone	DOID:216	dental caries	DOID:216	dental caries	medi_lps
DB00396	Progesterone	DOID:2377	multiple sclerosis	DOID:2377	multiple sclerosis	medi_lps
DB00396	Progesterone	DOID:363	uterine cancer	DOID:2871	endometrial carcinoma	medi_lps
DB00396	Progesterone	DOID:363	uterine cancer	DOID:363	uterine cancer	medi_hps
DB00396	Progesterone	DOID:9970	obesity	DOID:9970	obesity	medi_lps
DB00397	Phenylpropanolamine	DOID:9970	obesity	DOID:9970	obesity	predict
DB00398	Sorafenib	DOID:1781	thyroid cancer	DOID:3962	follicular thyroid carcinoma	predict
DB00398	Sorafenib	DOID:263	kidney cancer	DOID:0050387	nonpapillary renal cell carcinoma	predict
DB00398	Sorafenib	DOID:263	kidney cancer	DOID:263	kidney cancer	ehrlink
DB00398	Sorafenib	DOID:263	kidney cancer	DOID:4450	renal cell carcinoma	ehrlink
DB00398	Sorafenib	DOID:263	kidney cancer	DOID:4450	renal cell carcinoma	labeledin
DB00398	Sorafenib	DOID:263	kidney cancer	DOID:4450	renal cell carcinoma	medi_hps
DB00398	Sorafenib	DOID:263	kidney cancer	DOID:4450	renal cell carcinoma	predict
DB00398	Sorafenib	DOID:263	kidney cancer	DOID:4451	renal carcinoma	ehrlink
DB00398	Sorafenib	DOID:263	kidney cancer	DOID:4467	renal clear cell carcinoma	medi_hps
DB00398	Sorafenib	DOID:3571	liver cancer	DOID:3571	liver cancer	ehrlink
DB00398	Sorafenib	DOID:3571	liver cancer	DOID:3571	liver cancer	medi_hps
DB00398	Sorafenib	DOID:3571	liver cancer	DOID:684	hepatocellular carcinoma	predict
DB00399	Zoledronate	DOID:10283	prostate cancer	DOID:10283	prostate cancer	labeledin
DB00399	Zoledronate	DOID:10283	prostate cancer	DOID:10283	prostate cancer	medi_hps
DB00399	Zoledronate	DOID:11476	osteoporosis	DOID:11476	osteoporosis	ehrlink
DB00399	Zoledronate	DOID:11476	osteoporosis	DOID:11476	osteoporosis	labeledin
DB00399	Zoledronate	DOID:11476	osteoporosis	DOID:11476	osteoporosis	medi_hps
DB00399	Zoledronate	DOID:11476	osteoporosis	DOID:11476	osteoporosis	predict
DB00399	Zoledronate	DOID:1612	breast cancer	DOID:1612	breast cancer	medi_hps
DB00399	Zoledronate	DOID:1612	breast cancer	DOID:3443	mammary Paget's disease	predict
DB00399	Zoledronate	DOID:184	bone cancer	DOID:184	bone cancer	medi_hps
DB00399	Zoledronate	DOID:2531	hematologic cancer	DOID:9538	multiple myeloma	labeledin
DB00399	Zoledronate	DOID:2531	hematologic cancer	DOID:9538	multiple myeloma	medi_hps
DB00399	Zoledronate	DOID:2531	hematologic cancer	DOID:9538	multiple myeloma	predict
DB00399	Zoledronate	DOID:263	kidney cancer	DOID:4450	renal cell carcinoma	medi_lps
DB00399	Zoledronate	DOID:263	kidney cancer	DOID:4450	renal cell carcinoma	predict
DB00399	Zoledronate	DOID:5408	Paget's disease of bone	DOID:5408	Paget's disease of bone	labeledin
DB00399	Zoledronate	DOID:5408	Paget's disease of bone	DOID:5408	Paget's disease of bone	medi_hps
DB00399	Zoledronate	DOID:5408	Paget's disease of bone	DOID:5408	Paget's disease of bone	predict
DB00401	Nisoldipine	DOID:10763	hypertension	DOID:1073	renal hypertension	predict
DB00401	Nisoldipine	DOID:10763	hypertension	DOID:10763	hypertension	predict
DB00402	Eszopiclone	DOID:2377	multiple sclerosis	DOID:2377	multiple sclerosis	ehrlink
DB00402	Eszopiclone	DOID:5419	schizophrenia	DOID:1229	paranoid schizophrenia	ehrlink
DB00404	Alprazolam	DOID:418	systemic scleroderma	DOID:418	systemic scleroderma	ehrlink
DB00404	Alprazolam	DOID:594	panic disorder	DOID:594	panic disorder	labeledin
DB00404	Alprazolam	DOID:594	panic disorder	DOID:594	panic disorder	medi_hps
DB00404	Alprazolam	DOID:594	panic disorder	DOID:594	panic disorder	predict
DB00405	Dexbrompheniramine	DOID:6364	migraine	DOID:6364	migraine	medi_lps
DB00408	Loxapine	DOID:5419	schizophrenia	DOID:5419	schizophrenia	predict
DB00410	Mupirocin	DOID:10652	Alzheimer's disease	DOID:10652	Alzheimer's disease	medi_lps
DB00410	Mupirocin	DOID:3310	atopic dermatitis	DOID:3310	atopic dermatitis	ehrlink
DB00411	Carbachol	DOID:1686	glaucoma	DOID:1686	glaucoma	medi_hps
DB00412	Rosiglitazone	DOID:9352	type 2 diabetes mellitus	DOID:9352	type 2 diabetes mellitus	predict
DB00413	Pramipexole	DOID:0050425	restless legs syndrome	DOID:0050425	restless legs syndrome	ehrlink
DB00413	Pramipexole	DOID:0050425	restless legs syndrome	DOID:0050425	restless legs syndrome	labeledin
DB00413	Pramipexole	DOID:0050425	restless legs syndrome	DOID:0050425	restless legs syndrome	medi_hps
DB00413	Pramipexole	DOID:0050425	restless legs syndrome	DOID:0050425	restless legs syndrome	predict
DB00413	Pramipexole	DOID:10652	Alzheimer's disease	DOID:10652	Alzheimer's disease	predict
DB00413	Pramipexole	DOID:14330	Parkinson's disease	DOID:14330	Parkinson's disease	ehrlink
DB00413	Pramipexole	DOID:14330	Parkinson's disease	DOID:14330	Parkinson's disease	labeledin
DB00413	Pramipexole	DOID:14330	Parkinson's disease	DOID:14330	Parkinson's disease	medi_hps
DB00413	Pramipexole	DOID:14330	Parkinson's disease	DOID:14330	Parkinson's disease	predict
DB00413	Pramipexole	DOID:1595	endogenous depression	DOID:1470	major depressive disorder	medi_lps
DB00413	Pramipexole	DOID:1595	endogenous depression	DOID:1595	endogenous depression	medi_lps
DB00413	Pramipexole	DOID:3312	bipolar disorder	DOID:14042	bipolar I disorder	medi_lps
DB00413	Pramipexole	DOID:3312	bipolar disorder	DOID:3312	bipolar disorder	medi_lps
DB00415	Ampicillin	DOID:13189	gout	DOID:13189	gout	medi_lps
DB00417	Penicillin V	DOID:824	periodontitis	DOID:10423	acute pericementitis	ehrlink
DB00417	Penicillin V	DOID:824	periodontitis	DOID:2562	suppurative periapical periodontitis	ehrlink
DB00421	Spironolactone	DOID:10283	prostate cancer	DOID:10283	prostate cancer	medi_lps
DB00421	Spironolactone	DOID:10763	hypertension	DOID:10590	mild pre-eclampsia	medi_lps
DB00421	Spironolactone	DOID:10763	hypertension	DOID:10591	pre-eclampsia	medi_lps
DB00421	Spironolactone	DOID:10763	hypertension	DOID:1073	renal hypertension	predict
DB00421	Spironolactone	DOID:10763	hypertension	DOID:10763	hypertension	ehrlink
DB00421	Spironolactone	DOID:10763	hypertension	DOID:10763	hypertension	medi_hps
DB00421	Spironolactone	DOID:10763	hypertension	DOID:10763	hypertension	predict
DB00421	Spironolactone	DOID:10763	hypertension	DOID:10825	essential hypertension	ehrlink
DB00421	Spironolactone	DOID:10763	hypertension	DOID:10825	essential hypertension	labeledin
DB00421	Spironolactone	DOID:10763	hypertension	DOID:10825	essential hypertension	medi_hps
DB00421	Spironolactone	DOID:10763	hypertension	DOID:10913	benign essential hypertension	ehrlink
DB00421	Spironolactone	DOID:11612	polycystic ovary syndrome	DOID:11612	polycystic ovary syndrome	medi_lps
DB00421	Spironolactone	DOID:12930	dilated cardiomyopathy	DOID:12930	dilated cardiomyopathy	ehrlink
DB00421	Spironolactone	DOID:1826	epilepsy syndrome	DOID:12382	complex partial epilepsy	predict
DB00422	Methylphenidate	DOID:1094	attention deficit hyperactivity disorder	DOID:1094	attention deficit hyperactivity disorder	medi_lps
DB00422	Methylphenidate	DOID:1094	attention deficit hyperactivity disorder	DOID:1094	attention deficit hyperactivity disorder	predict
DB00422	Methylphenidate	DOID:1595	endogenous depression	DOID:1470	major depressive disorder	medi_lps
DB00422	Methylphenidate	DOID:8986	narcolepsy	DOID:8986	narcolepsy	medi_lps
DB00424	Hyoscyamine	DOID:14330	Parkinson's disease	DOID:14330	Parkinson's disease	medi_hps
DB00424	Hyoscyamine	DOID:1595	endogenous depression	DOID:1470	major depressive disorder	medi_lps
DB00424	Hyoscyamine	DOID:3312	bipolar disorder	DOID:3312	bipolar disorder	medi_lps
DB00424	Hyoscyamine	DOID:332	amyotrophic lateral sclerosis	DOID:332	amyotrophic lateral sclerosis	medi_lps
DB00424	Hyoscyamine	DOID:4989	pancreatitis	DOID:2913	acute pancreatitis	medi_hps
DB00424	Hyoscyamine	DOID:4989	pancreatitis	DOID:4989	pancreatitis	labeledin
DB00424	Hyoscyamine	DOID:4989	pancreatitis	DOID:4989	pancreatitis	medi_hps
DB00424	Hyoscyamine	DOID:8778	Crohn's disease	DOID:8778	Crohn's disease	ehrlink
DB00425	Zolpidem	DOID:14330	Parkinson's disease	DOID:14330	Parkinson's disease	ehrlink
DB00425	Zolpidem	DOID:2377	multiple sclerosis	DOID:2377	multiple sclerosis	ehrlink
DB00425	Zolpidem	DOID:3083	chronic obstructive pulmonary disease	DOID:3083	chronic obstructive pulmonary disease	ehrlink
DB00425	Zolpidem	DOID:418	systemic scleroderma	DOID:418	systemic scleroderma	ehrlink
DB00425	Zolpidem	DOID:7148	rheumatoid arthritis	DOID:7148	rheumatoid arthritis	ehrlink
DB00427	Triprolidine	DOID:3310	atopic dermatitis	DOID:3310	atopic dermatitis	medi_hps
DB00427	Triprolidine	DOID:6364	migraine	DOID:6364	migraine	medi_lps
DB00428	Streptozocin	DOID:2531	hematologic cancer	DOID:8567	Hodgkin's lymphoma	predict
DB00433	Prochlorperazine	DOID:1595	endogenous depression	DOID:1470	major depressive disorder	medi_lps
DB00433	Prochlorperazine	DOID:1612	breast cancer	DOID:1612	breast cancer	ehrlink
DB00433	Prochlorperazine	DOID:3312	bipolar disorder	DOID:3312	bipolar disorder	medi_lps
DB00433	Prochlorperazine	DOID:6364	migraine	DOID:6364	migraine	medi_lps
DB00434	Cyproheptadine	DOID:4481	allergic rhinitis	DOID:4481	allergic rhinitis	ehrlink
DB00434	Cyproheptadine	DOID:5419	schizophrenia	DOID:5419	schizophrenia	predict
DB00434	Cyproheptadine	DOID:6364	migraine	DOID:0060178	familial hemiplegic migraine	predict
DB00434	Cyproheptadine	DOID:6364	migraine	DOID:12783	migraine without aura	predict
DB00434	Cyproheptadine	DOID:6364	migraine	DOID:6364	migraine	medi_hps
DB00434	Cyproheptadine	DOID:6364	migraine	DOID:6364	migraine	predict
DB00435	Nitric Oxide	DOID:10763	hypertension	DOID:10763	hypertension	medi_hps
DB00435	Nitric Oxide	DOID:10763	hypertension	DOID:10825	essential hypertension	medi_hps
DB00435	Nitric Oxide	DOID:10763	hypertension	DOID:6432	pulmonary hypertension	medi_hps
DB00435	Nitric Oxide	DOID:1936	atherosclerosis	DOID:1936	atherosclerosis	medi_lps
DB00435	Nitric Oxide	DOID:2377	multiple sclerosis	DOID:2377	multiple sclerosis	medi_lps
DB00435	Nitric Oxide	DOID:2841	asthma	DOID:2841	asthma	medi_lps
DB00435	Nitric Oxide	DOID:8577	ulcerative colitis	DOID:8577	ulcerative colitis	medi_lps
DB00435	Nitric Oxide	DOID:9835	refractive error	DOID:10235	Brown's tendon sheath syndrome	medi_lps
DB00436	Bendroflumethiazide	DOID:10763	hypertension	DOID:1073	renal hypertension	predict
DB00436	Bendroflumethiazide	DOID:10763	hypertension	DOID:10763	hypertension	predict
DB00437	Allopurinol	DOID:13189	gout	DOID:13189	gout	ehrlink
DB00437	Allopurinol	DOID:13189	gout	DOID:13189	gout	medi_hps
DB00437	Allopurinol	DOID:1826	epilepsy syndrome	DOID:1826	epilepsy syndrome	medi_lps
DB00437	Allopurinol	DOID:2531	hematologic cancer	DOID:0060058	lymphoma	labeledin
DB00437	Allopurinol	DOID:2531	hematologic cancer	DOID:0060058	lymphoma	medi_lps
DB00437	Allopurinol	DOID:2531	hematologic cancer	DOID:1240	leukemia	labeledin
DB00437	Allopurinol	DOID:2531	hematologic cancer	DOID:1240	leukemia	medi_lps
DB00437	Allopurinol	DOID:2986	IgA glomerulonephritis	DOID:2986	IgA glomerulonephritis	medi_lps
DB00437	Allopurinol	DOID:784	chronic kidney failure	DOID:784	chronic kidney failure	medi_lps
DB00440	Trimethoprim	DOID:2841	asthma	DOID:2841	asthma	predict
DB00441	Gemcitabine	DOID:11054	urinary bladder cancer	DOID:11054	urinary bladder cancer	medi_hps
DB00441	Gemcitabine	DOID:1324	lung cancer	DOID:3908	non-small cell lung carcinoma	medi_hps
DB00441	Gemcitabine	DOID:1324	lung cancer	DOID:5409	lung small cell carcinoma	medi_hps
DB00441	Gemcitabine	DOID:1612	breast cancer	DOID:1612	breast cancer	medi_hps
DB00441	Gemcitabine	DOID:1612	breast cancer	DOID:1612	breast cancer	predict
DB00441	Gemcitabine	DOID:1612	breast cancer	DOID:3459	breast carcinoma	predict
DB00441	Gemcitabine	DOID:1793	pancreatic cancer	DOID:1793	pancreatic cancer	medi_lps
DB00441	Gemcitabine	DOID:1793	pancreatic cancer	DOID:4905	pancreatic carcinoma	medi_hps
DB00441	Gemcitabine	DOID:2394	ovarian cancer	DOID:2394	ovarian cancer	medi_lps
DB00441	Gemcitabine	DOID:2531	hematologic cancer	DOID:0060058	lymphoma	medi_hps
DB00441	Gemcitabine	DOID:263	kidney cancer	DOID:0050387	nonpapillary renal cell carcinoma	predict
DB00441	Gemcitabine	DOID:263	kidney cancer	DOID:4450	renal cell carcinoma	predict
DB00441	Gemcitabine	DOID:4362	cervical cancer	DOID:2893	cervix carcinoma	medi_lps
DB00441	Gemcitabine	DOID:4362	cervical cancer	DOID:4362	cervical cancer	medi_lps
DB00441	Gemcitabine	DOID:5041	esophageal cancer	DOID:5041	esophageal cancer	medi_lps
DB00442	Entecavir	DOID:1094	attention deficit hyperactivity disorder	DOID:1094	attention deficit hyperactivity disorder	medi_lps
DB00442	Entecavir	DOID:2043	hepatitis B	DOID:2043	hepatitis B	medi_hps
DB00442	Entecavir	DOID:3571	liver cancer	DOID:3571	liver cancer	medi_lps
DB00443	Betamethasone	DOID:10283	prostate cancer	DOID:10283	prostate cancer	ehrlink
DB00443	Betamethasone	DOID:10763	hypertension	DOID:10825	essential hypertension	ehrlink
DB00443	Betamethasone	DOID:13189	gout	DOID:13189	gout	medi_lps
DB00443	Betamethasone	DOID:1319	brain cancer	DOID:1319	brain cancer	labeledin
DB00443	Betamethasone	DOID:1319	brain cancer	DOID:1319	brain cancer	medi_hps
DB00443	Betamethasone	DOID:1612	breast cancer	DOID:1612	breast cancer	ehrlink
DB00443	Betamethasone	DOID:219	colon cancer	DOID:219	colon cancer	ehrlink
DB00443	Betamethasone	DOID:2355	anemia	DOID:12449	aplastic anemia	medi_lps
DB00443	Betamethasone	DOID:2355	anemia	DOID:1339	Diamond-Blackfan anemia	labeledin
DB00443	Betamethasone	DOID:2355	anemia	DOID:1340	pure red-cell aplasia	labeledin
DB00443	Betamethasone	DOID:2355	anemia	DOID:1340	pure red-cell aplasia	medi_lps
DB00443	Betamethasone	DOID:2355	anemia	DOID:2355	anemia	medi_lps
DB00443	Betamethasone	DOID:2355	anemia	DOID:583	hemolytic anemia	labeledin
DB00443	Betamethasone	DOID:2355	anemia	DOID:583	hemolytic anemia	medi_lps
DB00443	Betamethasone	DOID:2377	multiple sclerosis	DOID:2377	multiple sclerosis	ehrlink
DB00443	Betamethasone	DOID:2377	multiple sclerosis	DOID:2377	multiple sclerosis	labeledin
DB00443	Betamethasone	DOID:2377	multiple sclerosis	DOID:2377	multiple sclerosis	medi_lps
DB00443	Betamethasone	DOID:2531	hematologic cancer	DOID:0060058	lymphoma	labeledin
DB00443	Betamethasone	DOID:2531	hematologic cancer	DOID:0060058	lymphoma	medi_lps
DB00443	Betamethasone	DOID:2531	hematologic cancer	DOID:1240	leukemia	labeledin
DB00443	Betamethasone	DOID:2531	hematologic cancer	DOID:1240	leukemia	medi_lps
DB00443	Betamethasone	DOID:2531	hematologic cancer	DOID:12603	acute leukemia	medi_lps
DB00443	Betamethasone	DOID:2531	hematologic cancer	DOID:8691	mycosis fungoides	labeledin
DB00443	Betamethasone	DOID:2531	hematologic cancer	DOID:8691	mycosis fungoides	medi_lps
DB00443	Betamethasone	DOID:2531	hematologic cancer	DOID:9538	multiple myeloma	ehrlink
DB00443	Betamethasone	DOID:2531	hematologic cancer	DOID:9538	multiple myeloma	medi_lps
DB00443	Betamethasone	DOID:263	kidney cancer	DOID:263	kidney cancer	ehrlink
DB00443	Betamethasone	DOID:263	kidney cancer	DOID:4450	renal cell carcinoma	ehrlink
DB00443	Betamethasone	DOID:2841	asthma	DOID:2841	asthma	labeledin
DB00443	Betamethasone	DOID:2841	asthma	DOID:2841	asthma	medi_hps
DB00443	Betamethasone	DOID:3310	atopic dermatitis	DOID:3310	atopic dermatitis	ehrlink
DB00443	Betamethasone	DOID:3310	atopic dermatitis	DOID:3310	atopic dermatitis	labeledin
DB00443	Betamethasone	DOID:3310	atopic dermatitis	DOID:3310	atopic dermatitis	medi_hps
DB00443	Betamethasone	DOID:3310	atopic dermatitis	DOID:3310	atopic dermatitis	predict
DB00443	Betamethasone	DOID:4481	allergic rhinitis	DOID:4481	allergic rhinitis	ehrlink
