drug	disease	classification	notes	drug_url	disease_url
Cilostazol	systemic scleroderma			http://www.drugbank.ca/drugs/DB01166	http://www.disease-ontology.org/term/DOID%3A10283
Cimetidine	obesity			http://www.drugbank.ca/drugs/DB00501	http://www.disease-ontology.org/term/DOID%3A10283
Cinacalcet	chronic kidney failure			http://www.drugbank.ca/drugs/DB01012	http://www.disease-ontology.org/term/DOID%3A10283
Ciprofloxacin	asthma			http://www.drugbank.ca/drugs/DB00537	http://www.disease-ontology.org/term/DOID%3A10283
Ciprofloxacin	chronic obstructive pulmonary disease			http://www.drugbank.ca/drugs/DB00537	http://www.disease-ontology.org/term/DOID%3A10283
Ciprofloxacin	prostate cancer			http://www.drugbank.ca/drugs/DB00537	http://www.disease-ontology.org/term/DOID%3A10283
Ciprofloxacin	ulcerative colitis			http://www.drugbank.ca/drugs/DB00537	http://www.disease-ontology.org/term/DOID%3A10283
Cisplatin	bone cancer			http://www.drugbank.ca/drugs/DB00515	http://www.disease-ontology.org/term/DOID%3A10283
Cisplatin	esophageal cancer			http://www.drugbank.ca/drugs/DB00515	http://www.disease-ontology.org/term/DOID%3A10283
Cisplatin	germ cell cancer			http://www.drugbank.ca/drugs/DB00515	http://www.disease-ontology.org/term/DOID%3A10283
Cisplatin	hematologic cancer			http://www.drugbank.ca/drugs/DB00515	http://www.disease-ontology.org/term/DOID%3A10283
Cisplatin	lung cancer			http://www.drugbank.ca/drugs/DB00515	http://www.disease-ontology.org/term/DOID%3A10283
Cisplatin	peripheral nervous system neoplasm			http://www.drugbank.ca/drugs/DB00515	http://www.disease-ontology.org/term/DOID%3A10283
Cisplatin	testicular cancer			http://www.drugbank.ca/drugs/DB00515	http://www.disease-ontology.org/term/DOID%3A10283
Cisplatin	urinary bladder cancer			http://www.drugbank.ca/drugs/DB00515	http://www.disease-ontology.org/term/DOID%3A10283
Citalopram	Parkinson's disease			http://www.drugbank.ca/drugs/DB00215	http://www.disease-ontology.org/term/DOID%3A10283
Citalopram	alcohol dependence			http://www.drugbank.ca/drugs/DB00215	http://www.disease-ontology.org/term/DOID%3A10283
Citalopram	bipolar disorder			http://www.drugbank.ca/drugs/DB00215	http://www.disease-ontology.org/term/DOID%3A10283
Citalopram	endogenous depression			http://www.drugbank.ca/drugs/DB00215	http://www.disease-ontology.org/term/DOID%3A10283
Citalopram	panic disorder			http://www.drugbank.ca/drugs/DB00215	http://www.disease-ontology.org/term/DOID%3A10283
Cladribine	hematologic cancer			http://www.drugbank.ca/drugs/DB00242	http://www.disease-ontology.org/term/DOID%3A10283
Cladribine	multiple sclerosis			http://www.drugbank.ca/drugs/DB00242	http://www.disease-ontology.org/term/DOID%3A10283
Clindamycin	allergic rhinitis			http://www.drugbank.ca/drugs/DB01190	http://www.disease-ontology.org/term/DOID%3A10283
Clindamycin	atopic dermatitis			http://www.drugbank.ca/drugs/DB01190	http://www.disease-ontology.org/term/DOID%3A10283
Clindamycin	malaria			http://www.drugbank.ca/drugs/DB01190	http://www.disease-ontology.org/term/DOID%3A10283
Clobazam	epilepsy syndrome			http://www.drugbank.ca/drugs/DB00349	http://www.disease-ontology.org/term/DOID%3A10283
Clobetasol propionate	psoriasis			http://www.drugbank.ca/drugs/DB01013	http://www.disease-ontology.org/term/DOID%3A10283
Clofarabine	hematologic cancer			http://www.drugbank.ca/drugs/DB00631	http://www.disease-ontology.org/term/DOID%3A10283
Clomifene	azoospermia			http://www.drugbank.ca/drugs/DB00882	http://www.disease-ontology.org/term/DOID%3A10283
Clomipramine	panic disorder			http://www.drugbank.ca/drugs/DB01242	http://www.disease-ontology.org/term/DOID%3A10283
Clonazepam	Parkinson's disease			http://www.drugbank.ca/drugs/DB01068	http://www.disease-ontology.org/term/DOID%3A10283
Clonazepam	autistic disorder			http://www.drugbank.ca/drugs/DB01068	http://www.disease-ontology.org/term/DOID%3A10283
Clonazepam	bipolar disorder			http://www.drugbank.ca/drugs/DB01068	http://www.disease-ontology.org/term/DOID%3A10283
Clonazepam	epilepsy syndrome			http://www.drugbank.ca/drugs/DB01068	http://www.disease-ontology.org/term/DOID%3A10283
Clonazepam	multiple sclerosis			http://www.drugbank.ca/drugs/DB01068	http://www.disease-ontology.org/term/DOID%3A10283
Clonazepam	osteoarthritis			http://www.drugbank.ca/drugs/DB01068	http://www.disease-ontology.org/term/DOID%3A10283
Clonazepam	panic disorder			http://www.drugbank.ca/drugs/DB01068	http://www.disease-ontology.org/term/DOID%3A10283
Clonazepam	restless legs syndrome			http://www.drugbank.ca/drugs/DB01068	http://www.disease-ontology.org/term/DOID%3A10283
Clonazepam	schizophrenia			http://www.drugbank.ca/drugs/DB01068	http://www.disease-ontology.org/term/DOID%3A10283
Clonidine	Gilles de la Tourette syndrome			http://www.drugbank.ca/drugs/DB00575	http://www.disease-ontology.org/term/DOID%3A10283
Clonidine	attention deficit hyperactivity disorder			http://www.drugbank.ca/drugs/DB00575	http://www.disease-ontology.org/term/DOID%3A10283
Clonidine	autistic disorder			http://www.drugbank.ca/drugs/DB00575	http://www.disease-ontology.org/term/DOID%3A10283
Clonidine	glaucoma			http://www.drugbank.ca/drugs/DB00575	http://www.disease-ontology.org/term/DOID%3A10283
Clonidine	hypertension			http://www.drugbank.ca/drugs/DB00575	http://www.disease-ontology.org/term/DOID%3A10283
Clonidine	restless legs syndrome			http://www.drugbank.ca/drugs/DB00575	http://www.disease-ontology.org/term/DOID%3A10283
Clopidogrel	atherosclerosis			http://www.drugbank.ca/drugs/DB00758	http://www.disease-ontology.org/term/DOID%3A10283
Clopidogrel	coronary artery disease			http://www.drugbank.ca/drugs/DB00758	http://www.disease-ontology.org/term/DOID%3A10283
Clopidogrel	hypertension			http://www.drugbank.ca/drugs/DB00758	http://www.disease-ontology.org/term/DOID%3A10283
Clopidogrel	kidney cancer			http://www.drugbank.ca/drugs/DB00758	http://www.disease-ontology.org/term/DOID%3A10283
Clozapine	bipolar disorder			http://www.drugbank.ca/drugs/DB00363	http://www.disease-ontology.org/term/DOID%3A10283
Clozapine	schizophrenia			http://www.drugbank.ca/drugs/DB00363	http://www.disease-ontology.org/term/DOID%3A10283
Cocaine	dental caries			http://www.drugbank.ca/drugs/DB00907	http://www.disease-ontology.org/term/DOID%3A10283
Codeine	osteoarthritis			http://www.drugbank.ca/drugs/DB00318	http://www.disease-ontology.org/term/DOID%3A10283
Colchicine	gout			http://www.drugbank.ca/drugs/DB01394	http://www.disease-ontology.org/term/DOID%3A10283
Colchicine	primary biliary cirrhosis			http://www.drugbank.ca/drugs/DB01394	http://www.disease-ontology.org/term/DOID%3A10283
Colchicine	systemic scleroderma			http://www.drugbank.ca/drugs/DB01394	http://www.disease-ontology.org/term/DOID%3A10283
Conjugated Estrogens	breast cancer			http://www.drugbank.ca/drugs/DB00286	http://www.disease-ontology.org/term/DOID%3A10283
Conjugated Estrogens	osteoporosis			http://www.drugbank.ca/drugs/DB00286	http://www.disease-ontology.org/term/DOID%3A10283
Conjugated Estrogens	prostate cancer			http://www.drugbank.ca/drugs/DB00286	http://www.disease-ontology.org/term/DOID%3A10283
Crizotinib	lung cancer			http://www.drugbank.ca/drugs/DB08865	http://www.disease-ontology.org/term/DOID%3A10283
Cromoglicic acid	asthma			http://www.drugbank.ca/drugs/DB01003	http://www.disease-ontology.org/term/DOID%3A10283
Cyclobenzaprine	ankylosing spondylitis			http://www.drugbank.ca/drugs/DB00924	http://www.disease-ontology.org/term/DOID%3A10283
Cyclobenzaprine	migraine			http://www.drugbank.ca/drugs/DB00924	http://www.disease-ontology.org/term/DOID%3A10283
Cyclobenzaprine	osteoarthritis			http://www.drugbank.ca/drugs/DB00924	http://www.disease-ontology.org/term/DOID%3A10283
Cyclobenzaprine	rheumatoid arthritis			http://www.drugbank.ca/drugs/DB00924	http://www.disease-ontology.org/term/DOID%3A10283
Cyclobenzaprine	systemic lupus erythematosus			http://www.drugbank.ca/drugs/DB00924	http://www.disease-ontology.org/term/DOID%3A10283
Cyclobenzaprine	systemic scleroderma			http://www.drugbank.ca/drugs/DB00924	http://www.disease-ontology.org/term/DOID%3A10283
Cyclosporine	focal segmental glomerulosclerosis			http://www.drugbank.ca/drugs/DB00091	http://www.disease-ontology.org/term/DOID%3A10283
Cyclosporine	psoriasis			http://www.drugbank.ca/drugs/DB00091	http://www.disease-ontology.org/term/DOID%3A10283
Cyclosporine	rheumatoid arthritis			http://www.drugbank.ca/drugs/DB00091	http://www.disease-ontology.org/term/DOID%3A10283
Cyclosporine	systemic lupus erythematosus			http://www.drugbank.ca/drugs/DB00091	http://www.disease-ontology.org/term/DOID%3A10283
Cyproheptadine	allergic rhinitis			http://www.drugbank.ca/drugs/DB00434	http://www.disease-ontology.org/term/DOID%3A10283
Cyproheptadine	migraine			http://www.drugbank.ca/drugs/DB00434	http://www.disease-ontology.org/term/DOID%3A10283
Cyproheptadine	schizophrenia			http://www.drugbank.ca/drugs/DB00434	http://www.disease-ontology.org/term/DOID%3A10283
Cytarabine	colon cancer			http://www.drugbank.ca/drugs/DB00987	http://www.disease-ontology.org/term/DOID%3A10283
Cytarabine	hematologic cancer			http://www.drugbank.ca/drugs/DB00987	http://www.disease-ontology.org/term/DOID%3A10283
Cytarabine	lymphatic system cancer			http://www.drugbank.ca/drugs/DB00987	http://www.disease-ontology.org/term/DOID%3A10283
Cytarabine	meningioma			http://www.drugbank.ca/drugs/DB00987	http://www.disease-ontology.org/term/DOID%3A10283
Dacarbazine	hematologic cancer			http://www.drugbank.ca/drugs/DB00851	http://www.disease-ontology.org/term/DOID%3A10283
Dacarbazine	melanoma			http://www.drugbank.ca/drugs/DB00851	http://www.disease-ontology.org/term/DOID%3A10283
Dacarbazine	muscle cancer			http://www.drugbank.ca/drugs/DB00851	http://www.disease-ontology.org/term/DOID%3A10283
Dacarbazine	pancreatic cancer			http://www.drugbank.ca/drugs/DB00851	http://www.disease-ontology.org/term/DOID%3A10283
Dacarbazine	peripheral nervous system neoplasm			http://www.drugbank.ca/drugs/DB00851	http://www.disease-ontology.org/term/DOID%3A10283
Dacarbazine	sarcoma			http://www.drugbank.ca/drugs/DB00851	http://www.disease-ontology.org/term/DOID%3A10283
Dacarbazine	skin cancer			http://www.drugbank.ca/drugs/DB00851	http://www.disease-ontology.org/term/DOID%3A10283
Dactinomycin	germ cell cancer			http://www.drugbank.ca/drugs/DB00970	http://www.disease-ontology.org/term/DOID%3A10283
Dactinomycin	kidney cancer			http://www.drugbank.ca/drugs/DB00970	http://www.disease-ontology.org/term/DOID%3A10283
Dactinomycin	melanoma			http://www.drugbank.ca/drugs/DB00970	http://www.disease-ontology.org/term/DOID%3A10283
Dactinomycin	muscle cancer			http://www.drugbank.ca/drugs/DB00970	http://www.disease-ontology.org/term/DOID%3A10283
Dactinomycin	ocular cancer			http://www.drugbank.ca/drugs/DB00970	http://www.disease-ontology.org/term/DOID%3A10283
Dactinomycin	peripheral nervous system neoplasm			http://www.drugbank.ca/drugs/DB00970	http://www.disease-ontology.org/term/DOID%3A10283
Dactinomycin	sarcoma			http://www.drugbank.ca/drugs/DB00970	http://www.disease-ontology.org/term/DOID%3A10283
Dactinomycin	skin cancer			http://www.drugbank.ca/drugs/DB00970	http://www.disease-ontology.org/term/DOID%3A10283
Dactinomycin	testicular cancer			http://www.drugbank.ca/drugs/DB00970	http://www.disease-ontology.org/term/DOID%3A10283
Dactinomycin	uterine cancer			http://www.drugbank.ca/drugs/DB00970	http://www.disease-ontology.org/term/DOID%3A10283
Dalfampridine	multiple sclerosis			http://www.drugbank.ca/drugs/DB06637	http://www.disease-ontology.org/term/DOID%3A10283
Dantrolene	multiple sclerosis			http://www.drugbank.ca/drugs/DB01219	http://www.disease-ontology.org/term/DOID%3A10283
Dapsone	leprosy			http://www.drugbank.ca/drugs/DB00250	http://www.disease-ontology.org/term/DOID%3A10283
Dapsone	malaria			http://www.drugbank.ca/drugs/DB00250	http://www.disease-ontology.org/term/DOID%3A10283
Dapsone	systemic lupus erythematosus			http://www.drugbank.ca/drugs/DB00250	http://www.disease-ontology.org/term/DOID%3A10283
Dasatinib	hematologic cancer			http://www.drugbank.ca/drugs/DB01254	http://www.disease-ontology.org/term/DOID%3A10283
Daunorubicin	hematologic cancer			http://www.drugbank.ca/drugs/DB00694	http://www.disease-ontology.org/term/DOID%3A10283
Decitabine	anemia			http://www.drugbank.ca/drugs/DB01262	http://www.disease-ontology.org/term/DOID%3A10283
Deferiprone	anemia			http://www.drugbank.ca/drugs/DB08826	http://www.disease-ontology.org/term/DOID%3A10283
Deferoxamine	chronic kidney failure			http://www.drugbank.ca/drugs/DB00746	http://www.disease-ontology.org/term/DOID%3A10283
Degarelix	prostate cancer			http://www.drugbank.ca/drugs/DB06699	http://www.disease-ontology.org/term/DOID%3A10283
Delavirdine	acquired immunodeficiency syndrome			http://www.drugbank.ca/drugs/DB00705	http://www.disease-ontology.org/term/DOID%3A10283
Desflurane	hypertension			http://www.drugbank.ca/drugs/DB01189	http://www.disease-ontology.org/term/DOID%3A10283
Desipramine	attention deficit hyperactivity disorder			http://www.drugbank.ca/drugs/DB01151	http://www.disease-ontology.org/term/DOID%3A10283
Desloratadine	allergic rhinitis			http://www.drugbank.ca/drugs/DB00967	http://www.disease-ontology.org/term/DOID%3A10283
Desogestrel	polycystic ovary syndrome			http://www.drugbank.ca/drugs/DB00304	http://www.disease-ontology.org/term/DOID%3A10283
Desonide	atopic dermatitis			http://www.drugbank.ca/drugs/DB01260	http://www.disease-ontology.org/term/DOID%3A10283
Dexamethasone	allergic rhinitis			http://www.drugbank.ca/drugs/DB01234	http://www.disease-ontology.org/term/DOID%3A10283
Dexamethasone	anemia			http://www.drugbank.ca/drugs/DB01234	http://www.disease-ontology.org/term/DOID%3A10283
Dexamethasone	ankylosing spondylitis			http://www.drugbank.ca/drugs/DB01234	http://www.disease-ontology.org/term/DOID%3A10283
Dexamethasone	asthma			http://www.drugbank.ca/drugs/DB01234	http://www.disease-ontology.org/term/DOID%3A10283
Dexamethasone	atopic dermatitis			http://www.drugbank.ca/drugs/DB01234	http://www.disease-ontology.org/term/DOID%3A10283
Dexamethasone	brain cancer			http://www.drugbank.ca/drugs/DB01234	http://www.disease-ontology.org/term/DOID%3A10283
Dexamethasone	breast cancer			http://www.drugbank.ca/drugs/DB01234	http://www.disease-ontology.org/term/DOID%3A10283
Dexamethasone	colon cancer			http://www.drugbank.ca/drugs/DB01234	http://www.disease-ontology.org/term/DOID%3A10283
Dexamethasone	hematologic cancer			http://www.drugbank.ca/drugs/DB01234	http://www.disease-ontology.org/term/DOID%3A10283
Dexamethasone	hypertension			http://www.drugbank.ca/drugs/DB01234	http://www.disease-ontology.org/term/DOID%3A10283
Dexamethasone	kidney cancer			http://www.drugbank.ca/drugs/DB01234	http://www.disease-ontology.org/term/DOID%3A10283
Dexamethasone	multiple sclerosis			http://www.drugbank.ca/drugs/DB01234	http://www.disease-ontology.org/term/DOID%3A10283
Dexamethasone	prostate cancer			http://www.drugbank.ca/drugs/DB01234	http://www.disease-ontology.org/term/DOID%3A10283
Dexamethasone	psoriasis			http://www.drugbank.ca/drugs/DB01234	http://www.disease-ontology.org/term/DOID%3A10283
Dexamethasone	psoriatic arthritis			http://www.drugbank.ca/drugs/DB01234	http://www.disease-ontology.org/term/DOID%3A10283
Dexamethasone	rheumatoid arthritis			http://www.drugbank.ca/drugs/DB01234	http://www.disease-ontology.org/term/DOID%3A10283
Dexamethasone	systemic lupus erythematosus			http://www.drugbank.ca/drugs/DB01234	http://www.disease-ontology.org/term/DOID%3A10283
Dexamethasone	ulcerative colitis			http://www.drugbank.ca/drugs/DB01234	http://www.disease-ontology.org/term/DOID%3A10283
Dexrazoxane	breast cancer			http://www.drugbank.ca/drugs/DB00380	http://www.disease-ontology.org/term/DOID%3A10283
Dextroamphetamine	attention deficit hyperactivity disorder			http://www.drugbank.ca/drugs/DB01576	http://www.disease-ontology.org/term/DOID%3A10283
Dextroamphetamine	narcolepsy			http://www.drugbank.ca/drugs/DB01576	http://www.disease-ontology.org/term/DOID%3A10283
Dextromethorphan	amyotrophic lateral sclerosis			http://www.drugbank.ca/drugs/DB00514	http://www.disease-ontology.org/term/DOID%3A10283
Dextromethorphan	multiple sclerosis			http://www.drugbank.ca/drugs/DB00514	http://www.disease-ontology.org/term/DOID%3A10283
Dextrothyroxine	Graves' disease			http://www.drugbank.ca/drugs/DB00509	http://www.disease-ontology.org/term/DOID%3A10283
Dextrothyroxine	coronary artery disease			http://www.drugbank.ca/drugs/DB00509	http://www.disease-ontology.org/term/DOID%3A10283
Dextrothyroxine	hypothyroidism			http://www.drugbank.ca/drugs/DB00509	http://www.disease-ontology.org/term/DOID%3A10283
Dextrothyroxine	thyroid cancer			http://www.drugbank.ca/drugs/DB00509	http://www.disease-ontology.org/term/DOID%3A10283
Diazepam	epilepsy syndrome			http://www.drugbank.ca/drugs/DB00829	http://www.disease-ontology.org/term/DOID%3A10283
Diazepam	multiple sclerosis			http://www.drugbank.ca/drugs/DB00829	http://www.disease-ontology.org/term/DOID%3A10283
Diazepam	panic disorder			http://www.drugbank.ca/drugs/DB00829	http://www.disease-ontology.org/term/DOID%3A10283
Diazoxide	hypertension			http://www.drugbank.ca/drugs/DB01119	http://www.disease-ontology.org/term/DOID%3A10283
Diclofenac	ankylosing spondylitis			http://www.drugbank.ca/drugs/DB00586	http://www.disease-ontology.org/term/DOID%3A10283
Diclofenac	migraine			http://www.drugbank.ca/drugs/DB00586	http://www.disease-ontology.org/term/DOID%3A10283
Diclofenac	osteoarthritis			http://www.drugbank.ca/drugs/DB00586	http://www.disease-ontology.org/term/DOID%3A10283
Diclofenac	rheumatoid arthritis			http://www.drugbank.ca/drugs/DB00586	http://www.disease-ontology.org/term/DOID%3A10283
Diclofenac	systemic scleroderma			http://www.drugbank.ca/drugs/DB00586	http://www.disease-ontology.org/term/DOID%3A10283
Diclofenamide	glaucoma			http://www.drugbank.ca/drugs/DB01144	http://www.disease-ontology.org/term/DOID%3A10283
Didanosine	acquired immunodeficiency syndrome			http://www.drugbank.ca/drugs/DB00900	http://www.disease-ontology.org/term/DOID%3A10283
Diethylpropion	obesity			http://www.drugbank.ca/drugs/DB00937	http://www.disease-ontology.org/term/DOID%3A10283
Diflunisal	osteoarthritis			http://www.drugbank.ca/drugs/DB00861	http://www.disease-ontology.org/term/DOID%3A10283
Diflunisal	rheumatoid arthritis			http://www.drugbank.ca/drugs/DB00861	http://www.disease-ontology.org/term/DOID%3A10283
Digoxin	coronary artery disease			http://www.drugbank.ca/drugs/DB00390	http://www.disease-ontology.org/term/DOID%3A10283
Digoxin	dilated cardiomyopathy			http://www.drugbank.ca/drugs/DB00390	http://www.disease-ontology.org/term/DOID%3A10283
Dihydroergotamine	migraine			http://www.drugbank.ca/drugs/DB00320	http://www.disease-ontology.org/term/DOID%3A10283
Diltiazem	coronary artery disease			http://www.drugbank.ca/drugs/DB00343	http://www.disease-ontology.org/term/DOID%3A10283
Diltiazem	hypertension			http://www.drugbank.ca/drugs/DB00343	http://www.disease-ontology.org/term/DOID%3A10283
Dimenhydrinate	Parkinson's disease			http://www.drugbank.ca/drugs/DB00985	http://www.disease-ontology.org/term/DOID%3A10283
Dimenhydrinate	allergic rhinitis			http://www.drugbank.ca/drugs/DB00985	http://www.disease-ontology.org/term/DOID%3A10283
Dimenhydrinate	atopic dermatitis			http://www.drugbank.ca/drugs/DB00985	http://www.disease-ontology.org/term/DOID%3A10283
Dimenhydrinate	schizophrenia			http://www.drugbank.ca/drugs/DB00985	http://www.disease-ontology.org/term/DOID%3A10283
Dinoprostone	germ cell cancer			http://www.drugbank.ca/drugs/DB00917	http://www.disease-ontology.org/term/DOID%3A10283
Dinoprostone	uterine cancer			http://www.drugbank.ca/drugs/DB00917	http://www.disease-ontology.org/term/DOID%3A10283
Diphenhydramine	Parkinson's disease			http://www.drugbank.ca/drugs/DB01075	http://www.disease-ontology.org/term/DOID%3A10283
Diphenhydramine	allergic rhinitis			http://www.drugbank.ca/drugs/DB01075	http://www.disease-ontology.org/term/DOID%3A10283
Diphenhydramine	atopic dermatitis			http://www.drugbank.ca/drugs/DB01075	http://www.disease-ontology.org/term/DOID%3A10283
Diphenhydramine	schizophrenia			http://www.drugbank.ca/drugs/DB01075	http://www.disease-ontology.org/term/DOID%3A10283
Dipivefrin	glaucoma			http://www.drugbank.ca/drugs/DB00449	http://www.disease-ontology.org/term/DOID%3A10283
Dipivefrin	hypertension			http://www.drugbank.ca/drugs/DB00449	http://www.disease-ontology.org/term/DOID%3A10283
Dipyridamole	coronary artery disease			http://www.drugbank.ca/drugs/DB00975	http://www.disease-ontology.org/term/DOID%3A10283
Disulfiram	alcohol dependence			http://www.drugbank.ca/drugs/DB00822	http://www.disease-ontology.org/term/DOID%3A10283
Docetaxel	breast cancer			http://www.drugbank.ca/drugs/DB01248	http://www.disease-ontology.org/term/DOID%3A10283
Docetaxel	head and neck cancer			http://www.drugbank.ca/drugs/DB01248	http://www.disease-ontology.org/term/DOID%3A10283
Docetaxel	lung cancer			http://www.drugbank.ca/drugs/DB01248	http://www.disease-ontology.org/term/DOID%3A10283
Docetaxel	melanoma			http://www.drugbank.ca/drugs/DB01248	http://www.disease-ontology.org/term/DOID%3A10283
Docetaxel	ovarian cancer			http://www.drugbank.ca/drugs/DB01248	http://www.disease-ontology.org/term/DOID%3A10283
Docetaxel	pancreatic cancer			http://www.drugbank.ca/drugs/DB01248	http://www.disease-ontology.org/term/DOID%3A10283
Docetaxel	prostate cancer			http://www.drugbank.ca/drugs/DB01248	http://www.disease-ontology.org/term/DOID%3A10283
Docetaxel	skin cancer			http://www.drugbank.ca/drugs/DB01248	http://www.disease-ontology.org/term/DOID%3A10283
Docetaxel	stomach cancer			http://www.drugbank.ca/drugs/DB01248	http://www.disease-ontology.org/term/DOID%3A10283
Donepezil	Alzheimer's disease			http://www.drugbank.ca/drugs/DB00843	http://www.disease-ontology.org/term/DOID%3A10283
Dopamine	coronary artery disease			http://www.drugbank.ca/drugs/DB00988	http://www.disease-ontology.org/term/DOID%3A10283
Dopamine	hypertension			http://www.drugbank.ca/drugs/DB00988	http://www.disease-ontology.org/term/DOID%3A10283
Dorzolamide	glaucoma			http://www.drugbank.ca/drugs/DB00869	http://www.disease-ontology.org/term/DOID%3A10283
Dorzolamide	hypertension			http://www.drugbank.ca/drugs/DB00869	http://www.disease-ontology.org/term/DOID%3A10283
Doxazosin	hypertension			http://www.drugbank.ca/drugs/DB00590	http://www.disease-ontology.org/term/DOID%3A10283
Doxepin	atopic dermatitis			http://www.drugbank.ca/drugs/DB01142	http://www.disease-ontology.org/term/DOID%3A10283
Doxorubicin	acquired immunodeficiency syndrome			http://www.drugbank.ca/drugs/DB00997	http://www.disease-ontology.org/term/DOID%3A10283
Doxorubicin	bone cancer			http://www.drugbank.ca/drugs/DB00997	http://www.disease-ontology.org/term/DOID%3A10283
Doxorubicin	breast cancer			http://www.drugbank.ca/drugs/DB00997	http://www.disease-ontology.org/term/DOID%3A10283
Doxorubicin	hematologic cancer			http://www.drugbank.ca/drugs/DB00997	http://www.disease-ontology.org/term/DOID%3A10283
Doxorubicin	kidney cancer			http://www.drugbank.ca/drugs/DB00997	http://www.disease-ontology.org/term/DOID%3A10283
Doxorubicin	liver cancer			http://www.drugbank.ca/drugs/DB00997	http://www.disease-ontology.org/term/DOID%3A10283
Doxorubicin	lung cancer			http://www.drugbank.ca/drugs/DB00997	http://www.disease-ontology.org/term/DOID%3A10283
Doxorubicin	muscle cancer			http://www.drugbank.ca/drugs/DB00997	http://www.disease-ontology.org/term/DOID%3A10283
Doxorubicin	ovarian cancer			http://www.drugbank.ca/drugs/DB00997	http://www.disease-ontology.org/term/DOID%3A10283
Doxorubicin	pancreatic cancer			http://www.drugbank.ca/drugs/DB00997	http://www.disease-ontology.org/term/DOID%3A10283
Doxorubicin	peripheral nervous system neoplasm			http://www.drugbank.ca/drugs/DB00997	http://www.disease-ontology.org/term/DOID%3A10283
Doxorubicin	prostate cancer			http://www.drugbank.ca/drugs/DB00997	http://www.disease-ontology.org/term/DOID%3A10283
Doxorubicin	sarcoma			http://www.drugbank.ca/drugs/DB00997	http://www.disease-ontology.org/term/DOID%3A10283
Doxorubicin	stomach cancer			http://www.drugbank.ca/drugs/DB00997	http://www.disease-ontology.org/term/DOID%3A10283
Doxorubicin	testicular cancer			http://www.drugbank.ca/drugs/DB00997	http://www.disease-ontology.org/term/DOID%3A10283
Doxorubicin	thyroid cancer			http://www.drugbank.ca/drugs/DB00997	http://www.disease-ontology.org/term/DOID%3A10283
Doxorubicin	urinary bladder cancer			http://www.drugbank.ca/drugs/DB00997	http://www.disease-ontology.org/term/DOID%3A10283
Doxorubicin	uterine cancer			http://www.drugbank.ca/drugs/DB00997	http://www.disease-ontology.org/term/DOID%3A10283
Doxycycline	chronic obstructive pulmonary disease			http://www.drugbank.ca/drugs/DB00254	http://www.disease-ontology.org/term/DOID%3A10283
Doxycycline	malaria			http://www.drugbank.ca/drugs/DB00254	http://www.disease-ontology.org/term/DOID%3A10283
Drospirenone	polycystic ovary syndrome			http://www.drugbank.ca/drugs/DB01395	http://www.disease-ontology.org/term/DOID%3A10283
Duloxetine	bipolar disorder			http://www.drugbank.ca/drugs/DB00476	http://www.disease-ontology.org/term/DOID%3A10283
Duloxetine	endogenous depression			http://www.drugbank.ca/drugs/DB00476	http://www.disease-ontology.org/term/DOID%3A10283
Dyphylline	asthma			http://www.drugbank.ca/drugs/DB00651	http://www.disease-ontology.org/term/DOID%3A10283
Echothiophate	glaucoma			http://www.drugbank.ca/drugs/DB01057	http://www.disease-ontology.org/term/DOID%3A10283
Echothiophate	refractive error			http://www.drugbank.ca/drugs/DB01057	http://www.disease-ontology.org/term/DOID%3A10283
Efavirenz	acquired immunodeficiency syndrome			http://www.drugbank.ca/drugs/DB00625	http://www.disease-ontology.org/term/DOID%3A10283
Eletriptan	migraine			http://www.drugbank.ca/drugs/DB00216	http://www.disease-ontology.org/term/DOID%3A10283
Enalapril	coronary artery disease			http://www.drugbank.ca/drugs/DB00584	http://www.disease-ontology.org/term/DOID%3A10283
Enalapril	hypertension			http://www.drugbank.ca/drugs/DB00584	http://www.disease-ontology.org/term/DOID%3A10283
Enalapril	rheumatoid arthritis			http://www.drugbank.ca/drugs/DB00584	http://www.disease-ontology.org/term/DOID%3A10283
Entacapone	Parkinson's disease			http://www.drugbank.ca/drugs/DB00494	http://www.disease-ontology.org/term/DOID%3A10283
Entecavir	hepatitis B			http://www.drugbank.ca/drugs/DB00442	http://www.disease-ontology.org/term/DOID%3A10283
Ephedrine	allergic rhinitis			http://www.drugbank.ca/drugs/DB01364	http://www.disease-ontology.org/term/DOID%3A10283
Ephedrine	asthma			http://www.drugbank.ca/drugs/DB01364	http://www.disease-ontology.org/term/DOID%3A10283
Epinephrine	allergic rhinitis			http://www.drugbank.ca/drugs/DB00668	http://www.disease-ontology.org/term/DOID%3A10283
Epinephrine	asthma			http://www.drugbank.ca/drugs/DB00668	http://www.disease-ontology.org/term/DOID%3A10283
Epinephrine	glaucoma			http://www.drugbank.ca/drugs/DB00668	http://www.disease-ontology.org/term/DOID%3A10283
Epirubicin	acquired immunodeficiency syndrome			http://www.drugbank.ca/drugs/DB00445	http://www.disease-ontology.org/term/DOID%3A10283
Epirubicin	bone cancer			http://www.drugbank.ca/drugs/DB00445	http://www.disease-ontology.org/term/DOID%3A10283
Epirubicin	breast cancer			http://www.drugbank.ca/drugs/DB00445	http://www.disease-ontology.org/term/DOID%3A10283
Epirubicin	hematologic cancer			http://www.drugbank.ca/drugs/DB00445	http://www.disease-ontology.org/term/DOID%3A10283
Epirubicin	liver cancer			http://www.drugbank.ca/drugs/DB00445	http://www.disease-ontology.org/term/DOID%3A10283
