input_rxcui	input_tty	input_name	n_ingredients	ingredient_rxcui	ingredient_name	ingredient_umlscui
211499	SBD	Acetaminophen 500 MG / butalbital 50 MG / Caffeine 40 MG Oral Capsule [Esgic]	3	1886	Caffeine	C0006644
211499	SBD	Acetaminophen 500 MG / butalbital 50 MG / Caffeine 40 MG Oral Capsule [Esgic]	3	161	Acetaminophen	C0000970
199027	SCD	Doxycycline 50 MG Oral Capsule	1	3640	Doxycycline	C0013090
848164	SBD	0.5 ML golimumab 100 MG/ML Prefilled Syringe [Simponi]	1	819300	golimumab	C2353893
995632	SCD	Meclizine Hydrochloride 25 MG Chewable Tablet	1	6676	Meclizine	C0025039
866152	SBD	lansoprazole 30 MG Disintegrating Oral Tablet [Prevacid]	1	17128	lansoprazole	C0050940
855816	SBD	prasugrel 10 MG Oral Tablet [Effient]	1	613391	prasugrel	C1620287
979480	SCD	Losartan Potassium 100 MG Oral Tablet	1	52175	Losartan	C0126174
1298326	SBD	12 HR Dextromethorphan Hydrobromide 30 MG / Guaifenesin 600 MG Extended Release Oral Tablet [Mucinex DM]	2	5032	Guaifenesin	C0018305
1298326	SBD	12 HR Dextromethorphan Hydrobromide 30 MG / Guaifenesin 600 MG Extended Release Oral Tablet [Mucinex DM]	2	3289	Dextromethorphan	C0011816
866419	SCD	24 HR metoprolol succinate 200 MG Extended Release Oral Tablet	1	6918	Metoprolol	C0025859
836395	SCD	Acetaminophen 325 MG / tramadol hydrochloride 37.5 MG Oral Tablet	2	161	Acetaminophen	C0000970
836395	SCD	Acetaminophen 325 MG / tramadol hydrochloride 37.5 MG Oral Tablet	2	10689	Tramadol	C0040610
1014645	SBD	cetirizine hydrochloride 5 MG Chewable Tablet [Zyrtec]	1	20610	Cetirizine	C0055147
603778	SCD	flunisolide 0.029 MG/ACTUAT Nasal Spray	1	25120	flunisolide	C0060501
197581	SCD	Dexamethasone 2 MG Oral Tablet	1	3264	Dexamethasone	C0011777
834040	SCD	Penicillin V Potassium 50 MG/ML Oral Solution	1	7984	Penicillin V	C0030840
198108	SCD	Piroxicam 20 MG Oral Capsule	1	8356	Piroxicam	C0031990
856783	SCD	Amitriptyline Hydrochloride 10 MG Oral Tablet	1	704	Amitriptyline	C0002600
199888	SCD	topiramate 25 MG Oral Tablet	1	38404	topiramate	C0076829
1000076	SCD	Doxepin Hydrochloride 50 MG Oral Capsule	1	3638	Doxepin	C0013085
1099679	SBD	Divalproex Sodium 250 MG Delayed Release Oral Tablet [Depakote]	1	40254	Valproate	C0080356
860975	SCD	24 HR Metformin hydrochloride 500 MG Extended Release Oral Tablet	1	6809	Metformin	C0025598
901468	SBD	24 HR Verapamil hydrochloride 120 MG Extended Release Oral Tablet [Calan]	1	11170	Verapamil	C0042523
637188	SBD	varenicline 0.5 MG Oral Tablet [Chantix]	1	591622	varenicline	C1569608
845316	SBD	24 HR tramadol hydrochloride 300 MG Extended Release Oral Tablet [Ultram]	1	10689	Tramadol	C0040610
213460	SBD	abacavir 300 MG Oral Tablet [Ziagen]	1	190521	abacavir	C0663655
351989	SBD	Sirolimus 1 MG Oral Tablet [Rapamune]	1	35302	Sirolimus	C0072980
966225	SCD	Levothyroxine Sodium 0.15 MG Oral Tablet	1	10582	levothyroxine	C0040165
756967	SBDF	Lactulose Oral Solution [Enulose]	1	6218	Lactulose	C0022957
153640	SBD	quetiapine 200 MG Oral Tablet [Seroquel]	1	51272	quetiapine	C0123091
1187884	SBDG	Veramyst Nasal Product	1	41126	fluticasone	C0082607
831103	SCD	Diltiazem Hydrochloride 60 MG Oral Tablet	1	3443	Diltiazem	C0012373
796381	BN	Ferralet 90	5	4511	Folic Acid	C0016410
796381	BN	Ferralet 90	5	82003	Docusate	C1692318
796381	BN	Ferralet 90	5	262150	Iron Carbonyl	C0876769
796381	BN	Ferralet 90	5	1151	Ascorbic Acid	C0003968
796381	BN	Ferralet 90	5	11248	Vitamin B 12	C0042845
308868	SCD	Calcitriol 0.0005 MG Oral Capsule	1	1894	Calcitriol	C0006674
542447	SBDC	pantoprazole 40 MG [Protonix]	1	40790	pantoprazole	C0081876
245135	SCD	72 HR Fentanyl 0.05 MG/HR Transdermal Patch	1	4337	Fentanyl	C0015846
312505	SCD	Potassium Chloride 10 MEQ Oral Tablet	1	8591	Potassium Chloride	C0032825
966538	SBD	100 ACTUAT Beclomethasone Dipropionate 0.04 MG/ACTUAT Metered Dose Inhaler [Qvar]	1	1347	Beclomethasone	C0004905
1087459	SCD	12 HR CHLORPHENIRAMINE POLISTIREX 1.6 MG/ML / HYDROCODONE POLISTIREX 2 MG/ML Extended Release Suspension	2	2400	Chlorpheniramine	C0008281
1087459	SCD	12 HR CHLORPHENIRAMINE POLISTIREX 1.6 MG/ML / HYDROCODONE POLISTIREX 2 MG/ML Extended Release Suspension	2	5489	Hydrocodone	C0020264
996520	SCD	Dextromethorphan Hydrobromide 2 MG/ML / Guaifenesin 20 MG/ML Oral Solution	2	5032	Guaifenesin	C0018305
996520	SCD	Dextromethorphan Hydrobromide 2 MG/ML / Guaifenesin 20 MG/ML Oral Solution	2	3289	Dextromethorphan	C0011816
865573	SBD	24 HR Glipizide 5 MG Extended Release Oral Tablet [Glucotrol]	1	4821	Glipizide	C0017642
831226	SBD	24 HR Diltiazem Hydrochloride 120 MG Extended Release Oral Capsule [Cartia]	1	3443	Diltiazem	C0012373
1250490	SCD	hydrocortisone acetate 5 MG/ML Topical Cream	1	5492	Hydrocortisone	C0020268
7806	IN	Oxygen	1	7806	Oxygen	C0030054
349351	SCD	Desonide 0.5 MG/ML Topical Cream	1	3254	Desonide	C0011705
966201	SBD	Levothyroxine Sodium 0.15 MG Oral Tablet [Synthroid]	1	10582	levothyroxine	C0040165
861133	SBDC	Alfuzosin hydrochloride 10 MG [UroXatral]	1	17300	alfuzosin	C0051150
310385	SCD	Fluoxetine 20 MG Oral Capsule	1	4493	Fluoxetine	C0016365
313761	SCD	zaleplon 10 MG Oral Capsule	1	74667	zaleplon	C0251504
370376	SBDF	Metronidazole Topical Gel [MetroGel]	1	6922	Metronidazole	C0025872
381174	SCDF	Lactobacillus acidophilus Oral Capsule	1	6205	Lactobacillus acidophilus	C0022939
313108	SCD	Stavudine 20 MG Oral Capsule	1	59763	Stavudine	C0164662
352066	SBD	bosentan 62.5 MG Oral Tablet [Tracleer]	1	75207	bosentan	C0252643
309683	SCD	Dexamethasone 1 MG/ML / Tobramycin 3 MG/ML Ophthalmic Suspension	2	3264	Dexamethasone	C0011777
309683	SCD	Dexamethasone 1 MG/ML / Tobramycin 3 MG/ML Ophthalmic Suspension	2	10627	Tobramycin	C0040341
904601	SCD	Sotalol Hydrochloride 80 MG Oral Tablet	1	9947	Sotalol	C0037707
562266	SCD	Clindamycin 15 MG/ML Oral Solution	1	2582	Clindamycin	C0008947
351958	SBD	Benzoyl Peroxide 0.05 MG/MG / Clindamycin 0.01 MG/MG Topical Gel [Duac]	2	2582	Clindamycin	C0008947
351958	SBD	Benzoyl Peroxide 0.05 MG/MG / Clindamycin 0.01 MG/MG Topical Gel [Duac]	2	1418	Benzoyl Peroxide	C0005088
316695	SCDC	Sodium Chloride 2.5 MEQ/ML	1	9863	Sodium Chloride	C0037494
603162	SBD	ramelteon 8 MG Oral Tablet [Rozerem]	1	596205	ramelteon	C1565316
1000124	SBD	medroxyprogesterone acetate 10 MG Oral Tablet [Provera]	1	6691	Medroxyprogesterone	C0025147
809014	SBD	Hydrochlorothiazide 12.5 MG / valsartan 80 MG Oral Tablet [Diovan HCT]	2	5487	Hydrochlorothiazide	C0020261
809014	SBD	Hydrochlorothiazide 12.5 MG / valsartan 80 MG Oral Tablet [Diovan HCT]	2	69749	valsartan	C0216784
858333	SCD	Ursodiol 50 MG/ML Oral Suspension	1	62427	Ursodeoxycholate	C0178882
854253	SBD	1 ML Enoxaparin sodium 150 MG/ML Prefilled Syringe [Lovenox]	1	67108	Enoxaparin	C0206460
866094	SCD	buspirone hydrochloride 5 MG Oral Tablet	1	1827	Buspirone	C0006462
966204	SBD	Levothyroxine Sodium 0.175 MG Oral Tablet [Levoxyl]	1	10582	levothyroxine	C0040165
252062	SCD	Glycerin 1000 MG Rectal Suppository	1	4910	Glycerin	C0017861
198014	SCD	Naproxen 500 MG Oral Tablet	1	7258	Naproxen	C0027396
809998	SBD	lacosamide 200 MG Oral Tablet [Vimpat]	1	623400	lacosamide	C0893761
310670	SCD	Haloperidol 0.5 MG Oral Tablet	1	5093	Haloperidol	C0018546
996574	SBD	Memantine hydrochloride 5 MG Oral Tablet [Namenda]	1	6719	Memantine	C0025242
899463	SBD	24 HR dexmethylphenidate hydrochloride 15 MG Extended Release Oral Capsule [Focalin]	1	352372	dexmethylphenidate	C1169997
794767	SBDF	Naproxen / Sumatriptan Oral Tablet [Treximet]	2	7258	Naproxen	C0027396
794767	SBDF	Naproxen / Sumatriptan Oral Tablet [Treximet]	2	37418	Sumatriptan	C0075632
857107	SCD	Acetaminophen 500 MG / Hydrocodone Bitartrate 10 MG Oral Tablet	2	161	Acetaminophen	C0000970
857107	SCD	Acetaminophen 500 MG / Hydrocodone Bitartrate 10 MG Oral Tablet	2	5489	Hydrocodone	C0020264
103403	SCD	Hydrocortisone 10 MG/ML Topical Lotion	1	5492	Hydrocortisone	C0020268
861416	SCD	Azithromycin 16.7 MG/ML Oral Suspension	1	18631	Azithromycin	C0052796
644788	SBDC	Folic Acid 2.5 MG / Vitamin B 12 1 MG / Vitamin B6 25 MG [Folbee]	3	11248	Vitamin B 12	C0042845
644788	SBDC	Folic Acid 2.5 MG / Vitamin B 12 1 MG / Vitamin B6 25 MG [Folbee]	3	4511	Folic Acid	C0016410
644788	SBDC	Folic Acid 2.5 MG / Vitamin B 12 1 MG / Vitamin B6 25 MG [Folbee]	3	42954	Vitamin B6	C0087162
1053629	SCD	Chlorpheniramine Maleate 8 MG / Pseudoephedrine Hydrochloride 120 MG Extended Release Oral Capsule	2	2400	Chlorpheniramine	C0008281
1053629	SCD	Chlorpheniramine Maleate 8 MG / Pseudoephedrine Hydrochloride 120 MG Extended Release Oral Capsule	2	8896	Pseudoephedrine	C0033798
565167	SBDC	valsartan 160 MG [Diovan]	1	69749	valsartan	C0216784
104052	SBD	Propantheline 15 MG Oral Tablet [Probanthine]	1	8761	Propantheline	C0033447
617318	SBD	atorvastatin 20 MG Oral Tablet [Lipitor]	1	83367	atorvastatin	C0286651
847254	SBD	3 ML Insulin Lispro 25 UNT/ML / Insulin, Protamine Lispro, Human 75 UNT/ML Prefilled Syringe [Humalog Mix]	2	314684	Insulin, Protamine Lispro, Human	C0982221
847254	SBD	3 ML Insulin Lispro 25 UNT/ML / Insulin, Protamine Lispro, Human 75 UNT/ML Prefilled Syringe [Humalog Mix]	2	86009	Insulin Lispro	C0293359
705875	SBD	zoledronic acid 0.05 MG/ML Injectable Solution [Reclast]	1	77655	zoledronic acid	C0257685
312938	SCD	Sertraline 100 MG Oral Tablet	1	36437	Sertraline	C0074393
309368	SCD	Clotrimazole 10 MG/ML Vaginal Cream	1	2623	Clotrimazole	C0009074
1169807	SBDG	Generlac Oral Product	1	6218	Lactulose	C0022957
803194	SBD	Insulin, Glulisine, Human 100 UNT/ML Injectable Solution [Apidra]	1	400008	Insulin, Glulisine, Human	C1313386
245314	SCD	Albuterol 1 MG/ML Inhalant Solution	1	435	Albuterol	C0001927
966158	SBD	Levothyroxine Sodium 0.025 MG Oral Tablet [Synthroid]	1	10582	levothyroxine	C0040165
198035	SCD	24 HR Nifedipine 60 MG Extended Release Oral Tablet	1	7417	Nifedipine	C0028066
204874	SCD	Hydrocortisone 10 MG/ML / Neomycin 3.5 MG/ML / Polymyxin B 10000 UNT/ML Ophthalmic Suspension	3	5492	Hydrocortisone	C0020268
204874	SCD	Hydrocortisone 10 MG/ML / Neomycin 3.5 MG/ML / Polymyxin B 10000 UNT/ML Ophthalmic Suspension	3	7299	Neomycin	C0027603
204874	SCD	Hydrocortisone 10 MG/ML / Neomycin 3.5 MG/ML / Polymyxin B 10000 UNT/ML Ophthalmic Suspension	3	8536	Polymyxin B	C0032535
209468	SBD	Acetaminophen 250 MG / Aspirin 250 MG / Caffeine 65 MG Oral Tablet [Excedrin]	3	161	Acetaminophen	C0000970
209468	SBD	Acetaminophen 250 MG / Aspirin 250 MG / Caffeine 65 MG Oral Tablet [Excedrin]	3	1886	Caffeine	C0006644
209468	SBD	Acetaminophen 250 MG / Aspirin 250 MG / Caffeine 65 MG Oral Tablet [Excedrin]	3	1191	Aspirin	C0004057
966284	SBD	Levothyroxine Sodium 0.125 MG Oral Tablet [Levothroid]	1	10582	levothyroxine	C0040165
993456	SBD	1 ML denosumab 60 MG/ML Prefilled Syringe [Prolia]	1	993449	denosumab	C1690432
997489	SBD	Fexofenadine hydrochloride 30 MG Oral Tablet [Allegra]	1	87636	fexofenadine	C0296800
866429	SBD	24 HR metoprolol succinate 25 MG Extended Release Oral Tablet [Toprol]	1	6918	Metoprolol	C0025859
198428	SCD	lamotrigine 150 MG Oral Tablet	1	28439	lamotrigine	C0064636
805370	SBD	Tretinoin 0.0004 MG/MG Topical Gel [Retin-A]	1	10753	Tretinoin	C0040845
205284	SCD	leflunomide 10 MG Oral Tablet	1	27169	leflunomide	C0063041
313012	SCD	Sodium Chloride 2.5 MEQ/ML Injectable Solution	1	9863	Sodium Chloride	C0037494
751905	BPCK	{7 (Ethinyl Estradiol 0.035 MG / norgestimate 0.18 MG Oral Tablet) / 7 (Ethinyl Estradiol 0.035 MG / norgestimate 0.215 MG Oral Tablet) / 7 (Ethinyl Estradiol 0.035 MG / norgestimate 0.25 MG Oral Tablet) / 7 (Inert Ingredients 1 MG Oral Tablet) } Pack [Trinessa 28 Day]	3	31994	norgestimate	C0068992
751905	BPCK	{7 (Ethinyl Estradiol 0.035 MG / norgestimate 0.18 MG Oral Tablet) / 7 (Ethinyl Estradiol 0.035 MG / norgestimate 0.215 MG Oral Tablet) / 7 (Ethinyl Estradiol 0.035 MG / norgestimate 0.25 MG Oral Tablet) / 7 (Inert Ingredients 1 MG Oral Tablet) } Pack [Trinessa 28 Day]	3	4124	Ethinyl Estradiol	C0015011
751905	BPCK	{7 (Ethinyl Estradiol 0.035 MG / norgestimate 0.18 MG Oral Tablet) / 7 (Ethinyl Estradiol 0.035 MG / norgestimate 0.215 MG Oral Tablet) / 7 (Ethinyl Estradiol 0.035 MG / norgestimate 0.25 MG Oral Tablet) / 7 (Inert Ingredients 1 MG Oral Tablet) } Pack [Trinessa 28 Day]	3	748794	Inert Ingredients	C1968272
311919	SCD	nateglinide 120 MG Oral Tablet	1	274332	nateglinide	C0903898
362239	SBDF	penciclovir Topical Cream [Denavir]	1	59839	penciclovir	C0164815
308964	SCD	Captopril 50 MG Oral Tablet	1	1998	Captopril	C0006938
198316	SCD	Hydrochlorothiazide 25 MG / Triamterene 37.5 MG Oral Capsule	2	5487	Hydrochlorothiazide	C0020261
198316	SCD	Hydrochlorothiazide 25 MG / Triamterene 37.5 MG Oral Capsule	2	10763	Triamterene	C0040869
895970	SBD	120 ACTUAT fluticasone furoate 0.0275 MG/ACTUAT Nasal Inhaler [Veramyst]	1	41126	fluticasone	C0082607
861487	SCD	Clobetasol Propionate 0.5 MG/ML Topical Solution	1	2590	Clobetasol	C0008992
253017	SCD	Magnesium Hydroxide 80 MG/ML Oral Suspension	1	6581	Magnesium Hydroxide	C0024476
197853	SCD	Ketoconazole 200 MG Oral Tablet	1	6135	Ketoconazole	C0022625
647172	SCD	Chlorpheniramine 1.6 MG/ML / Phenylephrine 2 MG/ML Extended Release Suspension	2	8163	Phenylephrine	C0031469
647172	SCD	Chlorpheniramine 1.6 MG/ML / Phenylephrine 2 MG/ML Extended Release Suspension	2	2400	Chlorpheniramine	C0008281
205904	SBD	Griseofulvin 125 MG Oral Tablet [Gris-PEG]	1	5021	Griseofulvin	C0018242
849501	SCD	Desmopressin Acetate 0.004 MG/ML Injectable Solution	1	3251	desmopressin	C0011701
828537	SBD	rizatriptan 10 MG Disintegrating Oral Tablet [Maxalt]	1	88014	rizatriptan	C0297635
995019	SBD	Nitroglycerin 0.4 MG/ACTUAT Mucosal Spray [Nitrolingual]	1	4917	Nitroglycerin	C0017887
799832	SBD	24 HR ropinirole 2 MG Extended Release Oral Tablet [Requip]	1	72302	ropinirole	C0244821
404595	SBD	Levetiracetam 100 MG/ML Oral Solution [Keppra]	1	114477	Levetiracetam	C0377265
283077	SCD	prednisolone 3 MG/ML Oral Solution	1	8638	prednisolone	C0032950
1115468	SBD	1.5 ML Leuprolide Acetate 15 MG/ML Prefilled Syringe [Lupron]	1	42375	Leuprolide	C0085272
311265	SCD	lamotrigine 5 MG Chewable Tablet	1	28439	lamotrigine	C0064636
358917	SCD	Benzoyl Peroxide 0.05 MG/MG / Clindamycin 0.01 MG/MG Topical Gel	2	2582	Clindamycin	C0008947
358917	SCD	Benzoyl Peroxide 0.05 MG/MG / Clindamycin 0.01 MG/MG Topical Gel	2	1418	Benzoyl Peroxide	C0005088
891301	SBD	12 HR Guaifenesin 600 MG Extended Release Oral Tablet [Mucinex]	1	5032	Guaifenesin	C0018305
857187	SCD	Fosinopril Sodium 40 MG Oral Tablet	1	50166	Fosinopril	C0118168
197596	SCD	Dicloxacillin 500 MG Oral Capsule	1	3356	Dicloxacillin	C0012093
352307	SBD	aripiprazole 10 MG Oral Tablet [Abilify]	1	89013	aripiprazole	C0299792
978005	SBD	Loperamide Hydrochloride 2 MG Chewable Tablet [Imodium]	1	6468	Loperamide	C0023992
615979	SBD	sorafenib 200 MG Oral Tablet [Nexavar]	1	495881	sorafenib	C1516119
314142	SCD	nateglinide 60 MG Oral Tablet	1	274332	nateglinide	C0903898
197985	SCD	Minocycline 50 MG Oral Capsule	1	6980	Minocycline	C0026187
197738	SCD	Glycopyrrolate 1 MG Oral Tablet	1	4955	Glycopyrrolate	C0017970
207331	SBD	Nitroglycerin 0.3 MG Sublingual Tablet [Nitrostat]	1	4917	Nitroglycerin	C0017887
997512	SBD	12 HR Fexofenadine hydrochloride 60 MG / Pseudoephedrine Hydrochloride 120 MG Extended Release Oral Tablet [Allegra-D]	2	87636	fexofenadine	C0296800
997512	SBD	12 HR Fexofenadine hydrochloride 60 MG / Pseudoephedrine Hydrochloride 120 MG Extended Release Oral Tablet [Allegra-D]	2	8896	Pseudoephedrine	C0033798
859044	SCD	Pramipexole dihydrochloride 0.5 MG Oral Tablet	1	746741	Pramipexole	C0074710
854235	SCD	0.4 ML Enoxaparin sodium 100 MG/ML Prefilled Syringe	1	67108	Enoxaparin	C0206460
261163	SBD	Clotrimazole 10 MG/ML Topical Solution [Lotrimin]	1	2623	Clotrimazole	C0009074
308416	SCD	Aspirin 81 MG Delayed Release Oral Tablet	1	1191	Aspirin	C0004057
897632	SBD	24 HR Verapamil hydrochloride 360 MG Extended Release Oral Capsule [Verelan]	1	11170	Verapamil	C0042523
310433	SCD	gabapentin 600 MG Oral Tablet	1	25480	gabapentin	C0060926
860096	SCD	Ketorolac Tromethamine 30 MG/ML Injectable Solution	1	35827	Ketorolac	C0073631
308136	SCD	Amlodipine 2.5 MG Oral Tablet	1	17767	Amlodipine	C0051696
310289	SCD	Fenofibrate 200 MG Oral Capsule	1	8703	Fenofibrate	C0033228
1115473	SBD	1.5 ML Leuprolide Acetate 7.5 MG/ML Prefilled Syringe [Lupron]	1	42375	Leuprolide	C0085272
352319	SBD	atomoxetine 25 MG Oral Capsule [Strattera]	1	38400	atomoxetine	C0076823
1179824	SBDG	Nasonex Nasal Product	1	108118	Mometasone	C0360564
753481	BPCK	{21 (Ethinyl Estradiol 0.035 MG / norgestimate 0.25 MG Oral Tablet) / 7 (Inert Ingredients 1 MG Oral Tablet) } Pack [Sprintec 28 Day]	3	31994	norgestimate	C0068992
753481	BPCK	{21 (Ethinyl Estradiol 0.035 MG / norgestimate 0.25 MG Oral Tablet) / 7 (Inert Ingredients 1 MG Oral Tablet) } Pack [Sprintec 28 Day]	3	4124	Ethinyl Estradiol	C0015011
753481	BPCK	{21 (Ethinyl Estradiol 0.035 MG / norgestimate 0.25 MG Oral Tablet) / 7 (Inert Ingredients 1 MG Oral Tablet) } Pack [Sprintec 28 Day]	3	748794	Inert Ingredients	C1968272
892246	SCD	Levothyroxine Sodium 0.1 MG Oral Tablet	1	10582	levothyroxine	C0040165
849866	SBD	tadalafil 20 MG Oral Tablet [Adcirca]	1	358263	tadalafil	C1176316
664743	SBD	Atazanavir 300 MG Oral Capsule [Reyataz]	1	343047	Atazanavir	C1145759
856519	SCD	Propranolol Hydrochloride 40 MG Oral Tablet	1	8787	Propranolol	C0033497
833470	SBD	Levalbuterol 0.417 MG/ML Inhalant Solution [Xopenex]	1	237159	Levalbuterol	C0772501
999946	SBD	24 HR Niacin 500 MG / Simvastatin 40 MG Extended Release Oral Tablet [Simcor]	2	7393	Niacin	C0027996
999946	SBD	24 HR Niacin 500 MG / Simvastatin 40 MG Extended Release Oral Tablet [Simcor]	2	36567	Simvastatin	C0074554
197785	SCD	Hydrocortisone 25 MG/ML Topical Lotion	1	5492	Hydrocortisone	C0020268
207248	SBD	oxiconazole 10 MG/ML Topical Cream [Oxistat]	1	32638	oxiconazole	C0069765
197904	SCD	Lovastatin 20 MG Oral Tablet	1	6472	Lovastatin	C0024027
312593	SCD	Prazosin 1 MG Oral Capsule	1	8629	Prazosin	C0032912
997224	SBD	Donepezil hydrochloride 10 MG Oral Tablet [Aricept]	1	135447	donepezil	C0527316
402505	SCD	12 HR Carbamazepine 200 MG Extended Release Oral Tablet	1	2002	Carbamazepine	C0006949
197549	SCD	Cyclophosphamide 25 MG Oral Tablet	1	3002	Cyclophosphamide	C0010583
833008	SCD	Desmopressin Acetate 0.2 MG Oral Tablet	1	3251	desmopressin	C0011701
313217	SCD	Terazosin 2 MG Oral Capsule	1	37798	Terazosin	C0076107
849451	SBDC	Naproxen sodium 500 MG / Sumatriptan 85 MG [Treximet]	2	37418	Sumatriptan	C0075632
849451	SBDC	Naproxen sodium 500 MG / Sumatriptan 85 MG [Treximet]	2	7258	Naproxen	C0027396
213219	SBD	repaglinide 1 MG Oral Tablet [Prandin]	1	73044	repaglinide	C0246689
242972	SCD	Cholestyramine Resin 4000 MG Chewable Tablet	1	2447	Cholestyramine Resin	C0008402
672921	SBD	24 HR Nifedipine 60 MG Extended Release Oral Tablet [Afeditab CR]	1	7417	Nifedipine	C0028066
596843	SCD	lansoprazole 15 MG Delayed Release Oral Capsule	1	17128	lansoprazole	C0050940
902626	SBD	dexlansoprazole 60 MG Delayed Release Oral Capsule [Dexilant]	1	816346	dexlansoprazole	C2348248
752310	SBDF	azelastine Nasal Inhaler [Astelin]	1	18603	azelastine	C0052762
248656	SCD	Azithromycin 500 MG Oral Tablet	1	18631	Azithromycin	C0052796
1088671	SCD	Penicillin V Potassium 12.5 MG/ML Oral Solution	1	7984	Penicillin V	C0030840
876193	SCD	POLYETHYLENE GLYCOL 3350 142 MG/ML Oral Solution	1	221147	POLYETHYLENE GLYCOL 3350	C0724672
153048	SBD	olanzapine 10 MG Oral Tablet [Zyprexa]	1	61381	olanzapine	C0171023
998671	SCD	168 HR Clonidine 0.00417 MG/HR Transdermal Patch	1	2599	Clonidine	C0009014
1000135	SCD	medroxyprogesterone acetate 2.5 MG Oral Tablet	1	6691	Medroxyprogesterone	C0025147
212072	SBD	Famotidine 10 MG Oral Tablet [Pepcid]	1	4278	Famotidine	C0015620
977986	SCD	Loperamide Hydrochloride 0.2 MG/ML Oral Solution	1	6468	Loperamide	C0023992
312832	SCD	Risperidone 3 MG Oral Tablet	1	35636	Risperidone	C0073393
313096	SCD	Spironolactone 25 MG Oral Tablet	1	9997	Spironolactone	C0037982
402094	SBD	Atazanavir 150 MG Oral Capsule [Reyataz]	1	343047	Atazanavir	C1145759
750244	BPCK	{21 (Ethinyl Estradiol 0.03 MG / Norgestrel 0.3 MG Oral Tablet) / 7 (Inert Ingredients 1 MG Oral Tablet) } Pack [Low-Ogestrel 28 Day]	3	4124	Ethinyl Estradiol	C0015011
750244	BPCK	{21 (Ethinyl Estradiol 0.03 MG / Norgestrel 0.3 MG Oral Tablet) / 7 (Inert Ingredients 1 MG Oral Tablet) } Pack [Low-Ogestrel 28 Day]	3	7518	Norgestrel	C0028368
750244	BPCK	{21 (Ethinyl Estradiol 0.03 MG / Norgestrel 0.3 MG Oral Tablet) / 7 (Inert Ingredients 1 MG Oral Tablet) } Pack [Low-Ogestrel 28 Day]	3	748794	Inert Ingredients	C1968272
105611	SBD	Azathioprine 50 MG Oral Tablet [Imuran]	1	1256	Azathioprine	C0004482
1245492	SBD	Benzoic Acid 9 MG / Hyoscyamine Sulfate 0.12 MG / Methenamine 81.6 MG / Methylene blue 10.8 MG / phenyl salicylate 36.2 MG Oral Tablet [Prosed DS]	5	6832	Methenamine	C0025638
1245492	SBD	Benzoic Acid 9 MG / Hyoscyamine Sulfate 0.12 MG / Methenamine 81.6 MG / Methylene blue 10.8 MG / phenyl salicylate 36.2 MG Oral Tablet [Prosed DS]	5	6878	Methylene blue	C0025746
1245492	SBD	Benzoic Acid 9 MG / Hyoscyamine Sulfate 0.12 MG / Methenamine 81.6 MG / Methylene blue 10.8 MG / phenyl salicylate 36.2 MG Oral Tablet [Prosed DS]	5	36122	phenyl salicylate	C0073999
1245492	SBD	Benzoic Acid 9 MG / Hyoscyamine Sulfate 0.12 MG / Methenamine 81.6 MG / Methylene blue 10.8 MG / phenyl salicylate 36.2 MG Oral Tablet [Prosed DS]	5	70589	Benzoate	C0220795
1245492	SBD	Benzoic Acid 9 MG / Hyoscyamine Sulfate 0.12 MG / Methenamine 81.6 MG / Methylene blue 10.8 MG / phenyl salicylate 36.2 MG Oral Tablet [Prosed DS]	5	153970	Hyoscyamine	C0596004
803192	SBDC	Insulin, Glulisine, Human 100 UNT/ML [Apidra]	1	400008	Insulin, Glulisine, Human	C1313386
312962	SCD	Simvastatin 5 MG Oral Tablet	1	36567	Simvastatin	C0074554
830798	SBD	24 HR Diltiazem Hydrochloride 360 MG Extended Release Oral Capsule [Cardizem]	1	3443	Diltiazem	C0012373
847749	SBD	lopinavir 80 MG/ML / Ritonavir 20 MG/ML Oral Solution [Kaletra]	2	195088	lopinavir	C0674432
847749	SBD	lopinavir 80 MG/ML / Ritonavir 20 MG/ML Oral Solution [Kaletra]	2	85762	Ritonavir	C0292818
904465	SBD	Alendronic acid 70 MG / Cholecalciferol 5600 UNT Oral Tablet [Fosamax Plus D]	2	2418	Cholecalciferol	C0008318
904465	SBD	Alendronic acid 70 MG / Cholecalciferol 5600 UNT Oral Tablet [Fosamax Plus D]	2	46041	Alendronate	C0102118
898362	SCD	Benazepril hydrochloride 10 MG / Hydrochlorothiazide 12.5 MG Oral Tablet	2	5487	Hydrochlorothiazide	C0020261
898362	SCD	Benazepril hydrochloride 10 MG / Hydrochlorothiazide 12.5 MG Oral Tablet	2	18867	benazepril	C0053091
1099870	SCD	Divalproex Sodium 500 MG Delayed Release Oral Tablet	1	40254	Valproate	C0080356
308989	SCD	Carbidopa 50 MG / Levodopa 200 MG Extended Release Oral Tablet	2	6375	Levodopa	C0023570
308989	SCD	Carbidopa 50 MG / Levodopa 200 MG Extended Release Oral Tablet	2	2019	Carbidopa	C0006982
705130	BN	NitroMist	1	4917	Nitroglycerin	C0017887
859352	SBD	200 ACTUAT Budesonide 0.032 MG/ACTUAT Nasal Inhaler [Rhinocort]	1	19831	Budesonide	C0054201
904481	SCD	Pravastatin Sodium 80 MG Oral Tablet	1	42463	Pravastatin	C0085542
901803	SBD	zolmitriptan 5 MG Disintegrating Oral Tablet [Zomig]	1	135775	zolmitriptan	C0528166
