omim_id	drugbank_id	omim_name	drugbank_name
102500	DB00977	Acroosteolysis With Osteoporosis And Changes In Skull And Mandible	Ethinyl Estradiol
151400	DB01033	Leukemia, Chronic Lymphocytic; Cll	Mercaptopurine
151400	DB01181	Leukemia, Chronic Lymphocytic; Cll	Ifosfamide
151400	DB01073	Leukemia, Chronic Lymphocytic; Cll	Fludarabine
151400	DB00242	Leukemia, Chronic Lymphocytic; Cll	Cladribine
300491	DB00909	Epilepsy, X-Linked, With Variable Learning Disabilities And Behavior	Zonisamide
300491	DB01202	Epilepsy, X-Linked, With Variable Learning Disabilities And Behavior	Levetiracetam
300491	DB00794	Epilepsy, X-Linked, With Variable Learning Disabilities And Behavior	Primidone
300491	DB00776	Epilepsy, X-Linked, With Variable Learning Disabilities And Behavior	Oxcarbazepine
300491	DB00996	Epilepsy, X-Linked, With Variable Learning Disabilities And Behavior	Gabapentin
151590	DB00620	Lichen Sclerosus Et Atrophicus; Lsa	Triamcinolone
151590	DB00755	Lichen Sclerosus Et Atrophicus; Lsa	Tretinoin
151590	DB00635	Lichen Sclerosus Et Atrophicus; Lsa	Prednisone
151590	DB01013	Lichen Sclerosus Et Atrophicus; Lsa	Clobetasol
151590	DB00443	Lichen Sclerosus Et Atrophicus; Lsa	Betamethasone
151590	DB00563	Lichen Sclerosus Et Atrophicus; Lsa	Methotrexate
303110	DB01105	Choroideremia With Deafness And Obesity	Sibutramine
303110	DB01577	Choroideremia With Deafness And Obesity	Methamphetamine
303110	DB01083	Choroideremia With Deafness And Obesity	Orlistat
303110	DB01579	Choroideremia With Deafness And Obesity	Phendimetrazine
303110	DB00865	Choroideremia With Deafness And Obesity	Benzphetamine
303110	DB00191	Choroideremia With Deafness And Obesity	Phentermine
303110	DB00397	Choroideremia With Deafness And Obesity	Phenylpropanolamine
148000	DB01229	Kaposi Sarcoma	Paclitaxel
148000	DB00523	Kaposi Sarcoma	Alitretinoin
148000	DB00694	Kaposi Sarcoma	Daunorubicin
148000	DB00570	Kaposi Sarcoma	Vinblastine
249100	DB01394	Familial Mediterranean Fever; Fmf	Colchicine
175100	DB00605	Adenomatous Polyposis Of The Colon; Apc	Sulindac
175100	DB00482	Adenomatous Polyposis Of The Colon; Apc	Celecoxib
119500	DB00915	Popliteal Pterygium Syndrome; Pps	Amantadine
131200	DB00014	Endometriosis, Susceptibility To, 1	Goserelin
131200	DB00977	Endometriosis, Susceptibility To, 1	Ethinyl Estradiol
131200	DB00007	Endometriosis, Susceptibility To, 1	Leuprolide
131200	DB00957	Endometriosis, Susceptibility To, 1	Norgestimate
131200	DB01406	Endometriosis, Susceptibility To, 1	Danazol
131200	DB00304	Endometriosis, Susceptibility To, 1	Desogestrel
131200	DB00717	Endometriosis, Susceptibility To, 1	Norethindrone
131200	DB00603	Endometriosis, Susceptibility To, 1	Medroxyprogesterone
131200	DB00367	Endometriosis, Susceptibility To, 1	Levonorgestrel
241100	DB01185	Hypogonadism, Male	Fluoxymesterone
241100	DB00624	Hypogonadism, Male	Testosterone
165199	DB00620	Optic Atrophy, Hearing Loss, And Peripheral Neuropathy, Autosomal	Triamcinolone
165199	DB00252	Optic Atrophy, Hearing Loss, And Peripheral Neuropathy, Autosomal	Phenytoin
165199	DB00996	Optic Atrophy, Hearing Loss, And Peripheral Neuropathy, Autosomal	Gabapentin
165199	DB00564	Optic Atrophy, Hearing Loss, And Peripheral Neuropathy, Autosomal	Carbamazepine
165199	DB00230	Optic Atrophy, Hearing Loss, And Peripheral Neuropathy, Autosomal	Pregabalin
165199	DB00476	Optic Atrophy, Hearing Loss, And Peripheral Neuropathy, Autosomal	Duloxetine
134430	DB00035	Factor Vii And Factor Viii, Combined Deficiency Of	Desmopressin
134430	DB00302	Factor Vii And Factor Viii, Combined Deficiency Of	Tranexamic Acid
607516	DB00216	Migraine With Or Without Aura, Susceptibility To, 6	Eletriptan
143100	DB04844	Huntington Disease; Hd	Tetrabenazine
143100	DB00181	Huntington Disease; Hd	Baclofen
607499	DB00285	Bulimia Nervosa, Susceptibility To, 1; Buln1	Venlafaxine
607499	DB00273	Bulimia Nervosa, Susceptibility To, 1; Buln1	Topiramate
607499	DB00472	Bulimia Nervosa, Susceptibility To, 1; Buln1	Fluoxetine
602522	DB01197	Bartter Syndrome, Type 4A	Captopril
602522	DB00328	Bartter Syndrome, Type 4A	Indomethacin
240400	DB00126	Hypoascorbemia	Vitamin C
144110	DB00575	Hyperhidrosis Palmaris Et Plantaris	Clonidine
144110	DB00424	Hyperhidrosis Palmaris Et Plantaris	Hyoscyamine
144110	DB01062	Hyperhidrosis Palmaris Et Plantaris	Oxybutynin
144110	DB01162	Hyperhidrosis Palmaris Et Plantaris	Terazosin
144110	DB00321	Hyperhidrosis Palmaris Et Plantaris	Amitriptyline
144110	DB00996	Hyperhidrosis Palmaris Et Plantaris	Gabapentin
128101	DB00181	Dystonia 4, Torsion, Autosomal Dominant; Dyt4	Baclofen
128101	DB00564	Dystonia 4, Torsion, Autosomal Dominant; Dyt4	Carbamazepine
134510	DB00302	Factor Viii And Factor Ix, Combined Deficiency Of; F8F9D	Tranexamic Acid
152700	DB00620	Systemic Lupus Erythematosus; Sle	Triamcinolone
152700	DB00993	Systemic Lupus Erythematosus; Sle	Azathioprine
152700	DB00635	Systemic Lupus Erythematosus; Sle	Prednisone
152700	DB00091	Systemic Lupus Erythematosus; Sle	Cyclosporine
152700	DB00945	Systemic Lupus Erythematosus; Sle	Acetylsalicylic acid
152700	DB01234	Systemic Lupus Erythematosus; Sle	Dexamethasone
267740	DB00909	Retinal Degeneration And Epilepsy	Zonisamide
267740	DB00794	Retinal Degeneration And Epilepsy	Primidone
267740	DB00776	Retinal Degeneration And Epilepsy	Oxcarbazepine
267740	DB00996	Retinal Degeneration And Epilepsy	Gabapentin
132300	DB00794	Epilepsy, Reading	Primidone
114550	DB00398	Hepatocellular Carcinoma	Sorafenib
109800	DB00385	Bladder Cancer	Valrubicin
109800	DB00515	Bladder Cancer	Cisplatin
109800	DB00305	Bladder Cancer	Mitomycin
109800	DB00997	Bladder Cancer	Doxorubicin
109800	DB00958	Bladder Cancer	Carboplatin
109800	DB00563	Bladder Cancer	Methotrexate
239350	DB01320	Hyperphosphatemia, Polyuria, And Seizures	Fosphenytoin
239350	DB00165	Hyperphosphatemia, Polyuria, And Seizures	Pyridoxine
239350	DB00819	Hyperphosphatemia, Polyuria, And Seizures	Acetazolamide
239350	DB00653	Hyperphosphatemia, Polyuria, And Seizures	Magnesium Sulfate
239350	DB00313	Hyperphosphatemia, Polyuria, And Seizures	Valproic Acid
239350	DB00754	Hyperphosphatemia, Polyuria, And Seizures	Ethotoin
239350	DB00909	Hyperphosphatemia, Polyuria, And Seizures	Zonisamide
239350	DB00114	Hyperphosphatemia, Polyuria, And Seizures	Pyridoxal Phosphate
239350	DB01351	Hyperphosphatemia, Polyuria, And Seizures	Amobarbital
239350	DB00555	Hyperphosphatemia, Polyuria, And Seizures	Lamotrigine
239350	DB01202	Hyperphosphatemia, Polyuria, And Seizures	Levetiracetam
192000	DB00351	Uterine Anomalies	Megestrol
192000	DB00977	Uterine Anomalies	Ethinyl Estradiol
192000	DB00957	Uterine Anomalies	Norgestimate
192000	DB00603	Uterine Anomalies	Medroxyprogesterone
192000	DB00304	Uterine Anomalies	Desogestrel
192000	DB00717	Uterine Anomalies	Norethindrone
192000	DB00367	Uterine Anomalies	Levonorgestrel
192000	DB00286	Uterine Anomalies	Conjugated Estrogens
208230	DB00749	Arthropathy, Progressive Pseudorheumatoid, Of Childhood; Ppac	Etodolac
208230	DB00573	Arthropathy, Progressive Pseudorheumatoid, Of Childhood; Ppac	Fenoprofen
208230	DB00500	Arthropathy, Progressive Pseudorheumatoid, Of Childhood; Ppac	Tolmetin
208230	DB01068	Arthropathy, Progressive Pseudorheumatoid, Of Childhood; Ppac	Clonazepam
208230	DB01009	Arthropathy, Progressive Pseudorheumatoid, Of Childhood; Ppac	Ketoprofen
208230	DB00788	Arthropathy, Progressive Pseudorheumatoid, Of Childhood; Ppac	Naproxen
208230	DB00554	Arthropathy, Progressive Pseudorheumatoid, Of Childhood; Ppac	Piroxicam
208230	DB00991	Arthropathy, Progressive Pseudorheumatoid, Of Childhood; Ppac	Oxaprozin
208230	DB00712	Arthropathy, Progressive Pseudorheumatoid, Of Childhood; Ppac	Flurbiprofen
208230	DB00580	Arthropathy, Progressive Pseudorheumatoid, Of Childhood; Ppac	Valdecoxib
208230	DB00605	Arthropathy, Progressive Pseudorheumatoid, Of Childhood; Ppac	Sulindac
208230	DB00586	Arthropathy, Progressive Pseudorheumatoid, Of Childhood; Ppac	Diclofenac
208230	DB00122	Arthropathy, Progressive Pseudorheumatoid, Of Childhood; Ppac	Choline
208230	DB01296	Arthropathy, Progressive Pseudorheumatoid, Of Childhood; Ppac	Glucosamine
208230	DB01050	Arthropathy, Progressive Pseudorheumatoid, Of Childhood; Ppac	Ibuprofen
208230	DB00945	Arthropathy, Progressive Pseudorheumatoid, Of Childhood; Ppac	Acetylsalicylic acid
208230	DB00814	Arthropathy, Progressive Pseudorheumatoid, Of Childhood; Ppac	Meloxicam
208230	DB00861	Arthropathy, Progressive Pseudorheumatoid, Of Childhood; Ppac	Diflunisal
208230	DB00328	Arthropathy, Progressive Pseudorheumatoid, Of Childhood; Ppac	Indomethacin
208230	DB00482	Arthropathy, Progressive Pseudorheumatoid, Of Childhood; Ppac	Celecoxib
606703	DB00434	Dyskinesia, Familial, With Facial Myokymia	Cyproheptadine
606703	DB00163	Dyskinesia, Familial, With Facial Myokymia	Vitamin E
226150	DB00424	Enterocolitis	Hyoscyamine
226150	DB01174	Enterocolitis	Phenobarbital
226150	DB00771	Enterocolitis	Clidinium
226150	DB00747	Enterocolitis	Scopolamine
226150	DB00475	Enterocolitis	Chlordiazepoxide
226150	DB00572	Enterocolitis	Atropine
106400	DB00544	Ankylosing Vertebral Hyperostosis With Tylosis	Fluorouracil
106400	DB00179	Ankylosing Vertebral Hyperostosis With Tylosis	Masoprocol
106400	DB00936	Ankylosing Vertebral Hyperostosis With Tylosis	Salicyclic acid
106400	DB00992	Ankylosing Vertebral Hyperostosis With Tylosis	Methyl aminolevulinate
106400	DB00586	Ankylosing Vertebral Hyperostosis With Tylosis	Diclofenac
106400	DB00724	Ankylosing Vertebral Hyperostosis With Tylosis	Imiquimod
261515	DB00160	D-Bifunctional Protein Deficiency	L-Alanine
109100	DB00351	Autoimmune Disease	Megestrol
109100	DB00635	Autoimmune Disease	Prednisone
109100	DB00959	Autoimmune Disease	Methylprednisolone
109100	DB01232	Autoimmune Disease	Saquinavir
109100	DB00470	Autoimmune Disease	Dronabinol
109100	DB01157	Autoimmune Disease	Trimetrexate
109100	DB01072	Autoimmune Disease	Atazanavir
250790	DB00126	Methemoglobinemia Type Iv	Vitamin C
273300	DB01181	Testicular Tumors	Ifosfamide
273300	DB00290	Testicular Tumors	Bleomycin
273300	DB00515	Testicular Tumors	Cisplatin
273300	DB00570	Testicular Tumors	Vinblastine
273300	DB00773	Testicular Tumors	Etoposide
273300	DB00563	Testicular Tumors	Methotrexate
145100	DB00755	Hyperpigmentation Of Eyelids	Tretinoin
600631	DB00035	Enuresis, Nocturnal, 1; Enur1	Desmopressin
600631	DB00540	Enuresis, Nocturnal, 1; Enur1	Nortriptyline
600631	DB00458	Enuresis, Nocturnal, 1; Enur1	Imipramine
179600	DB01115	Raynaud Disease	Nifedipine
179600	DB00270	Raynaud Disease	Isradipine
179600	DB00457	Raynaud Disease	Prazosin
179600	DB00343	Raynaud Disease	Diltiazem
179600	DB00381	Raynaud Disease	Amlodipine
179600	DB00401	Raynaud Disease	Nisoldipine
179600	DB00727	Raynaud Disease	Nitroglycerin
179600	DB01023	Raynaud Disease	Felodipine
179600	DB01113	Raynaud Disease	Papaverine
179600	DB00590	Raynaud Disease	Doxazosin
179600	DB01197	Raynaud Disease	Captopril
143880	DB00399	Hypercalcemia, Idiopathic, Of Infancy	Zoledronate
143880	DB00282	Hypercalcemia, Idiopathic, Of Infancy	Pamidronate
143880	DB00695	Hypercalcemia, Idiopathic, Of Infancy	Furosemide
143880	DB00635	Hypercalcemia, Idiopathic, Of Infancy	Prednisone
143880	DB00017	Hypercalcemia, Idiopathic, Of Infancy	Salmon Calcitonin
125852	DB00104	Diabetes Mellitus, Insulin-Dependent, 2	Octreotide
125851	DB01124	Maturity-Onset Diabetes Of The Young, Type 2; Mody2	Tolbutamide
125851	DB01132	Maturity-Onset Diabetes Of The Young, Type 2; Mody2	Pioglitazone
125851	DB00672	Maturity-Onset Diabetes Of The Young, Type 2; Mody2	Chlorpropamide
125851	DB01016	Maturity-Onset Diabetes Of The Young, Type 2; Mody2	Glyburide
125851	DB01067	Maturity-Onset Diabetes Of The Young, Type 2; Mody2	Glipizide
125851	DB00331	Maturity-Onset Diabetes Of The Young, Type 2; Mody2	Metformin
125851	DB01261	Maturity-Onset Diabetes Of The Young, Type 2; Mody2	Sitagliptin
125851	DB00222	Maturity-Onset Diabetes Of The Young, Type 2; Mody2	Glimepiride
125851	DB00731	Maturity-Onset Diabetes Of The Young, Type 2; Mody2	Nateglinide
125851	DB00912	Maturity-Onset Diabetes Of The Young, Type 2; Mody2	Repaglinide
125851	DB00839	Maturity-Onset Diabetes Of The Young, Type 2; Mody2	Tolazamide
125851	DB01029	Maturity-Onset Diabetes Of The Young, Type 2; Mody2	Irbesartan
125851	DB00284	Maturity-Onset Diabetes Of The Young, Type 2; Mody2	Acarbose
125851	DB00412	Maturity-Onset Diabetes Of The Young, Type 2; Mody2	Rosiglitazone
125851	DB00414	Maturity-Onset Diabetes Of The Young, Type 2; Mody2	Acetohexamide
125851	DB00491	Maturity-Onset Diabetes Of The Young, Type 2; Mody2	Miglitol
125850	DB01124	Maturity-Onset Diabetes Of The Young, Type 1; Mody1	Tolbutamide
125850	DB01132	Maturity-Onset Diabetes Of The Young, Type 1; Mody1	Pioglitazone
125850	DB00672	Maturity-Onset Diabetes Of The Young, Type 1; Mody1	Chlorpropamide
125850	DB01016	Maturity-Onset Diabetes Of The Young, Type 1; Mody1	Glyburide
125850	DB01067	Maturity-Onset Diabetes Of The Young, Type 1; Mody1	Glipizide
125850	DB00331	Maturity-Onset Diabetes Of The Young, Type 1; Mody1	Metformin
125850	DB01261	Maturity-Onset Diabetes Of The Young, Type 1; Mody1	Sitagliptin
125850	DB00222	Maturity-Onset Diabetes Of The Young, Type 1; Mody1	Glimepiride
125850	DB00731	Maturity-Onset Diabetes Of The Young, Type 1; Mody1	Nateglinide
125850	DB00912	Maturity-Onset Diabetes Of The Young, Type 1; Mody1	Repaglinide
125850	DB00839	Maturity-Onset Diabetes Of The Young, Type 1; Mody1	Tolazamide
125850	DB01029	Maturity-Onset Diabetes Of The Young, Type 1; Mody1	Irbesartan
125850	DB00284	Maturity-Onset Diabetes Of The Young, Type 1; Mody1	Acarbose
125850	DB00412	Maturity-Onset Diabetes Of The Young, Type 1; Mody1	Rosiglitazone
125850	DB00414	Maturity-Onset Diabetes Of The Young, Type 1; Mody1	Acetohexamide
125850	DB00491	Maturity-Onset Diabetes Of The Young, Type 1; Mody1	Miglitol
606798	DB00434	Blepharospasm, Benign Essential	Cyproheptadine
247200	DB00928	Miller-Dieker Lissencephaly Syndrome; Mdls	Azacitidine
247200	DB01262	Miller-Dieker Lissencephaly Syndrome; Mdls	Decitabine
125600	DB00635	Dermatosis Papulosa Nigra	Prednisone
125600	DB00936	Dermatosis Papulosa Nigra	Salicyclic acid
125600	DB00741	Dermatosis Papulosa Nigra	Hydrocortisone
125600	DB01013	Dermatosis Papulosa Nigra	Clobetasol
125600	DB00443	Dermatosis Papulosa Nigra	Betamethasone
125600	DB01188	Dermatosis Papulosa Nigra	Ciclopirox
125600	DB01234	Dermatosis Papulosa Nigra	Dexamethasone
254770	DB01068	Epilepsy, Myoclonic Juvenile; Ejm	Clonazepam
254500	DB00515	Myeloma, Multiple	Cisplatin
254500	DB01041	Myeloma, Multiple	Thalidomide
254500	DB00282	Myeloma, Multiple	Pamidronate
254500	DB00188	Myeloma, Multiple	Bortezomib
254500	DB00480	Myeloma, Multiple	Lenalidomide
254500	DB00541	Myeloma, Multiple	Vincristine
254500	DB00262	Myeloma, Multiple	Carmustine
254500	DB00399	Myeloma, Multiple	Zoledronate
254500	DB00997	Myeloma, Multiple	Doxorubicin
254500	DB01042	Myeloma, Multiple	Melphalan
203700	DB00880	Alpers Diffuse Degeneration Of Cerebral Gray Matter With Hepatic Cirrhosis	Chlorothiazide
203700	DB00384	Alpers Diffuse Degeneration Of Cerebral Gray Matter With Hepatic Cirrhosis	Triamterene
203700	DB00903	Alpers Diffuse Degeneration Of Cerebral Gray Matter With Hepatic Cirrhosis	Ethacrynic acid
203700	DB00887	Alpers Diffuse Degeneration Of Cerebral Gray Matter With Hepatic Cirrhosis	Bumetanide
203700	DB00695	Alpers Diffuse Degeneration Of Cerebral Gray Matter With Hepatic Cirrhosis	Furosemide
218200	DB00536	Cranial Nerves, Recurrent Paresis Of	Guanidine
218200	DB00434	Cranial Nerves, Recurrent Paresis Of	Cyproheptadine
600263	DB01129	Helicobacter Pylori Infection, Susceptibility To	Rabeprazole
600263	DB01294	Helicobacter Pylori Infection, Susceptibility To	Bismuth Subsalicylate
600263	DB00448	Helicobacter Pylori Infection, Susceptibility To	Lansoprazole
600263	DB00759	Helicobacter Pylori Infection, Susceptibility To	Tetracycline
600263	DB00736	Helicobacter Pylori Infection, Susceptibility To	Esomeprazole
600263	DB00585	Helicobacter Pylori Infection, Susceptibility To	Nizatidine
600263	DB00338	Helicobacter Pylori Infection, Susceptibility To	Omeprazole
600263	DB00927	Helicobacter Pylori Infection, Susceptibility To	Famotidine
600263	DB01165	Helicobacter Pylori Infection, Susceptibility To	Ofloxacin
600263	DB00213	Helicobacter Pylori Infection, Susceptibility To	Pantoprazole
164230	DB00715	Obsessive-Compulsive Disorder; Ocd	Paroxetine
164230	DB01175	Obsessive-Compulsive Disorder; Ocd	Escitalopram
164230	DB00472	Obsessive-Compulsive Disorder; Ocd	Fluoxetine
164230	DB00215	Obsessive-Compulsive Disorder; Ocd	Citalopram
164230	DB00176	Obsessive-Compulsive Disorder; Ocd	Fluvoxamine
164230	DB01242	Obsessive-Compulsive Disorder; Ocd	Clomipramine
164230	DB01224	Obsessive-Compulsive Disorder; Ocd	Quetiapine
164230	DB01238	Obsessive-Compulsive Disorder; Ocd	Aripiprazole
164230	DB01104	Obsessive-Compulsive Disorder; Ocd	Sertraline
164230	DB00285	Obsessive-Compulsive Disorder; Ocd	Venlafaxine
164230	DB00904	Obsessive-Compulsive Disorder; Ocd	Ondansetron
164230	DB00334	Obsessive-Compulsive Disorder; Ocd	Olanzapine
254200	DB01400	Myasthenia Gravis; Mg	Neostigmine
254200	DB00993	Myasthenia Gravis; Mg	Azathioprine
254200	DB00733	Myasthenia Gravis; Mg	Pralidoxime
254200	DB00091	Myasthenia Gravis; Mg	Cyclosporine
254200	DB01122	Myasthenia Gravis; Mg	Ambenonium
254200	DB00545	Myasthenia Gravis; Mg	Pyridostigmine
277460	DB00136	Vitamin E, Familial Isolated Deficiency Of; Ved	Calcitriol
277460	DB00163	Vitamin E, Familial Isolated Deficiency Of; Ved	Vitamin E
601367	DB01109	Stroke, Ischemic	Heparin
601367	DB01219	Stroke, Ischemic	Dantrolene
601367	DB00758	Stroke, Ischemic	Clopidogrel
601367	DB00682	Stroke, Ischemic	Warfarin
601367	DB00175	Stroke, Ischemic	Pravastatin
601367	DB00975	Stroke, Ischemic	Dipyridamole
601367	DB00806	Stroke, Ischemic	Pentoxifylline
601367	DB00393	Stroke, Ischemic	Nimodipine
601367	DB00945	Stroke, Ischemic	Acetylsalicylic acid
167320	DB00017	Inclusion Body Myopathy With Early-Onset Paget Disease And Frontotemporal	Salmon Calcitonin
167320	DB00630	Inclusion Body Myopathy With Early-Onset Paget Disease And Frontotemporal	Alendronate
167320	DB00399	Inclusion Body Myopathy With Early-Onset Paget Disease And Frontotemporal	Zoledronate
167320	DB00282	Inclusion Body Myopathy With Early-Onset Paget Disease And Frontotemporal	Pamidronate
167320	DB01133	Inclusion Body Myopathy With Early-Onset Paget Disease And Frontotemporal	Tiludronate
167320	DB00884	Inclusion Body Myopathy With Early-Onset Paget Disease And Frontotemporal	Risedronate
256370	DB00808	Nephrotic Syndrome, Early-Onset, With Diffuse Mesangial Sclerosis	Indapamide
256370	DB00695	Nephrotic Syndrome, Early-Onset, With Diffuse Mesangial Sclerosis	Furosemide
256370	DB00903	Nephrotic Syndrome, Early-Onset, With Diffuse Mesangial Sclerosis	Ethacrynic acid
256370	DB00880	Nephrotic Syndrome, Early-Onset, With Diffuse Mesangial Sclerosis	Chlorothiazide
256370	DB00436	Nephrotic Syndrome, Early-Onset, With Diffuse Mesangial Sclerosis	Bendroflumethiazide
256370	DB00887	Nephrotic Syndrome, Early-Onset, With Diffuse Mesangial Sclerosis	Bumetanide
246400	DB00328	Letterer-Siwe Disease	Indomethacin
220120	DB00125	D-Glyceric Acidemia	L-Arginine
264120	DB01105	Prolactin Deficiency With Obesity And Enlarged Testes	Sibutramine
264120	DB01579	Prolactin Deficiency With Obesity And Enlarged Testes	Phendimetrazine
264120	DB00937	Prolactin Deficiency With Obesity And Enlarged Testes	Diethylpropion
264120	DB01083	Prolactin Deficiency With Obesity And Enlarged Testes	Orlistat
264120	DB01577	Prolactin Deficiency With Obesity And Enlarged Testes	Methamphetamine
264120	DB00865	Prolactin Deficiency With Obesity And Enlarged Testes	Benzphetamine
264120	DB00191	Prolactin Deficiency With Obesity And Enlarged Testes	Phentermine
264120	DB00501	Prolactin Deficiency With Obesity And Enlarged Testes	Cimetidine
264120	DB00397	Prolactin Deficiency With Obesity And Enlarged Testes	Phenylpropanolamine
264120	DB00273	Prolactin Deficiency With Obesity And Enlarged Testes	Topiramate
264120	DB01156	Prolactin Deficiency With Obesity And Enlarged Testes	Bupropion
276300	DB01008	Mismatch Repair Cancer Syndrome	Busulfan
276300	DB00959	Mismatch Repair Cancer Syndrome	Methylprednisolone
276300	DB02546	Mismatch Repair Cancer Syndrome	Vorinostat
276300	DB00563	Mismatch Repair Cancer Syndrome	Methotrexate
276300	DB00755	Mismatch Repair Cancer Syndrome	Tretinoin
276300	DB01005	Mismatch Repair Cancer Syndrome	Hydroxyurea
276300	DB00242	Mismatch Repair Cancer Syndrome	Cladribine
276300	DB01101	Mismatch Repair Cancer Syndrome	Capecitabine
276300	DB01181	Mismatch Repair Cancer Syndrome	Ifosfamide
276300	DB01254	Mismatch Repair Cancer Syndrome	Dasatinib
276300	DB00860	Mismatch Repair Cancer Syndrome	Prednisolone
276300	DB00544	Mismatch Repair Cancer Syndrome	Fluorouracil
276300	DB01143	Mismatch Repair Cancer Syndrome	Amifostine
276300	DB00958	Mismatch Repair Cancer Syndrome	Carboplatin
276300	DB00773	Mismatch Repair Cancer Syndrome	Etoposide
276300	DB01259	Mismatch Repair Cancer Syndrome	Lapatinib
276300	DB00642	Mismatch Repair Cancer Syndrome	Pemetrexed
276300	DB01248	Mismatch Repair Cancer Syndrome	Docetaxel
276300	DB01234	Mismatch Repair Cancer Syndrome	Dexamethasone
276300	DB00255	Mismatch Repair Cancer Syndrome	Diethylstilbestrol
276300	DB00307	Mismatch Repair Cancer Syndrome	Bexarotene
276300	DB00851	Mismatch Repair Cancer Syndrome	Dacarbazine
276300	DB00541	Mismatch Repair Cancer Syndrome	Vincristine
276300	DB00262	Mismatch Repair Cancer Syndrome	Carmustine
276300	DB01030	Mismatch Repair Cancer Syndrome	Topotecan
276300	DB00997	Mismatch Repair Cancer Syndrome	Doxorubicin
276300	DB00762	Mismatch Repair Cancer Syndrome	Irinotecan
276300	DB00853	Mismatch Repair Cancer Syndrome	Temozolomide
276300	DB00635	Mismatch Repair Cancer Syndrome	Prednisone
276300	DB01169	Mismatch Repair Cancer Syndrome	Arsenic trioxide
276300	DB00552	Mismatch Repair Cancer Syndrome	Pentostatin
276300	DB00515	Mismatch Repair Cancer Syndrome	Cisplatin
276300	DB00282	Mismatch Repair Cancer Syndrome	Pamidronate
276300	DB00987	Mismatch Repair Cancer Syndrome	Cytarabine
276300	DB00694	Mismatch Repair Cancer Syndrome	Daunorubicin
276300	DB00570	Mismatch Repair Cancer Syndrome	Vinblastine
276300	DB00399	Mismatch Repair Cancer Syndrome	Zoledronate
276300	DB01073	Mismatch Repair Cancer Syndrome	Fludarabine
276300	DB00619	Mismatch Repair Cancer Syndrome	Imatinib
276300	DB00445	Mismatch Repair Cancer Syndrome	Epirubicin
276300	DB00848	Mismatch Repair Cancer Syndrome	Levamisole
132090	DB00794	Epilepsy, Benign Occipital; Boe	Primidone
608583	DB00489	Atrial Fibrillation, Familial, 1; Atfb1	Sotalol
608583	DB01035	Atrial Fibrillation, Familial, 1; Atfb1	Procainamide
608583	DB00343	Atrial Fibrillation, Familial, 1; Atfb1	Diltiazem
608583	DB00908	Atrial Fibrillation, Familial, 1; Atfb1	Quinidine
608583	DB00682	Atrial Fibrillation, Familial, 1; Atfb1	Warfarin
608583	DB00308	Atrial Fibrillation, Familial, 1; Atfb1	Ibutilide
608583	DB00661	Atrial Fibrillation, Familial, 1; Atfb1	Verapamil
608583	DB00390	Atrial Fibrillation, Familial, 1; Atfb1	Digoxin
608583	DB00264	Atrial Fibrillation, Familial, 1; Atfb1	Metoprolol
608583	DB00204	Atrial Fibrillation, Familial, 1; Atfb1	Dofetilide
115195	DB00661	Cardiomyopathy, Familial Hypertrophic, 2; Cmh2	Verapamil
212112	DB00380	Cardiomyopathy, Congestive, With Hypergonadotropic Hypogonadism	Dexrazoxane
273800	DB01148	Thrombasthenia Of Glanzmann And Naegeli	Flavoxate
273800	DB01210	Thrombasthenia Of Glanzmann And Naegeli	Levobunolol
273800	DB01225	Thrombasthenia Of Glanzmann And Naegeli	Enoxaparin
273800	DB00692	Thrombasthenia Of Glanzmann And Naegeli	Phentolamine
150600	DB00630	Legg-Calve-Perthes Disease	Alendronate
150600	DB01050	Legg-Calve-Perthes Disease	Ibuprofen
150600	DB00586	Legg-Calve-Perthes Disease	Diclofenac
150600	DB00788	Legg-Calve-Perthes Disease	Naproxen
150600	DB00945	Legg-Calve-Perthes Disease	Acetylsalicylic acid
160750	DB00697	Myositis	Tizanidine
160750	DB01173	Myositis	Orphenadrine
160750	DB00924	Myositis	Cyclobenzaprine
160300	DB00993	Myopathy, Distal, With Onset In Infancy	Azathioprine
608320	DB01020	Coronary Artery Disease, Autosomal Dominant, 1; Adcad1	Isosorbide Mononitrate
608320	DB00790	Coronary Artery Disease, Autosomal Dominant, 1; Adcad1	Perindopril
608320	DB00381	Coronary Artery Disease, Autosomal Dominant, 1; Adcad1	Amlodipine
608320	DB00227	Coronary Artery Disease, Autosomal Dominant, 1; Adcad1	Lovastatin
608320	DB00775	Coronary Artery Disease, Autosomal Dominant, 1; Adcad1	Tirofiban
608320	DB00883	Coronary Artery Disease, Autosomal Dominant, 1; Adcad1	Isosorbide Dinitrate
608320	DB00722	Coronary Artery Disease, Autosomal Dominant, 1; Adcad1	Lisinopril
259660	DB00153	Osteomalacia, Sclerosing, With Cerebral Calcification	Ergocalciferol
191800	DB01019	Urinary Bladder, Atony Of	Bethanechol
208750	DB00380	Ataxia, Deafness, And Cardiomyopathy	Dexrazoxane
182280	DB00563	Small Cell Cancer Of The Lung	Methotrexate
182280	DB00773	Small Cell Cancer Of The Lung	Etoposide
182280	DB00444	Small Cell Cancer Of The Lung	Teniposide
182280	DB01030	Small Cell Cancer Of The Lung	Topotecan
182280	DB00515	Small Cell Cancer Of The Lung	Cisplatin
148100	DB00620	Keloids	Triamcinolone
104300	DB00843	Alzheimer Disease; Ad	Donepezil
