drugbank_id	drugbank_name	umls_cui	umls_name	omim_id	omim_name
DB00794	Primidone	C0014544	Epilepsy	607631	Epilepsy, Juvenile Absence, Susceptibility To, 1; Eja1
DB00776	Oxcarbazepine	C0014544	Epilepsy	607631	Epilepsy, Juvenile Absence, Susceptibility To, 1; Eja1
DB00996	Gabapentin	C0014544	Epilepsy	607631	Epilepsy, Juvenile Absence, Susceptibility To, 1; Eja1
DB00482	Celecoxib	C0016048	Fibromatosis	135550	Fibromatosis, Gingival, With Progressive Deafness
DB00482	Celecoxib	C1837645	Progressive deafness	135550	Fibromatosis, Gingival, With Progressive Deafness
DB00963	Bromfenac	C0086543	Cataract	115645	Cataract, Aberrant Oral Frenula, And Growth Retardation
DB00963	Bromfenac	C0151686	Growth retardation	115645	Cataract, Aberrant Oral Frenula, And Growth Retardation
DB00963	Bromfenac	C1850258	Oral frenula	115645	Cataract, Aberrant Oral Frenula, And Growth Retardation
DB01174	Phenobarbital	C0017551	Gilbert's syndrome (Gilbert Disease)	143500	Gilbert Syndrome
DB00279	Liothyronine	C0920350	Hashimoto Thyroiditis (Autoimmune thyroiditis)	140300	Hashimoto Thyroiditis
DB00279	Liothyronine	C0677607	Hashimoto Thyroiditis (Hashimoto Disease)	140300	Hashimoto Thyroiditis
DB00451	Levothyroxine	C0920350	Hashimoto Thyroiditis (Autoimmune thyroiditis)	140300	Hashimoto Thyroiditis
DB00451	Levothyroxine	C0677607	Hashimoto Thyroiditis (Hashimoto Disease)	140300	Hashimoto Thyroiditis
DB00035	Desmopressin	C0687720	Diabetes Insipidus, Neurohypophyseal (Central Diabetes Insipidus)	125700	Diabetes Insipidus, Neurohypophyseal
DB00067	Vasopressin	C0687720	Diabetes Insipidus, Neurohypophyseal (Central Diabetes Insipidus)	125700	Diabetes Insipidus, Neurohypophyseal
DB00999	Hydrochlorothiazide	C0687720	Diabetes Insipidus, Neurohypophyseal (Central Diabetes Insipidus)	125700	Diabetes Insipidus, Neurohypophyseal
DB00273	Topiramate	C0917800	Epilepsy, Myoclonic, Infantile	605021	Myoclonic Epilepsy, Infantile
DB00273	Topiramate	C0037769	Infantile myoclonic epilepsy (Infantile spasms)	605021	Myoclonic Epilepsy, Infantile
DB01080	Vigabatrin	C0917800	Epilepsy, Myoclonic, Infantile	605021	Myoclonic Epilepsy, Infantile
DB01080	Vigabatrin	C0037769	Infantile myoclonic epilepsy (Infantile spasms)	605021	Myoclonic Epilepsy, Infantile
DB00644	Gonadorelin	C0271623	Hypogonadotrophic hypogonadism (Hypogonadotropic hypogonadism)	146110	Hypogonadotropic Hypogonadism
DB00644	Gonadorelin	C0022735	Hypogonadotropic Hypogonadism (Klinefelter's Syndrome)	146110	Hypogonadotropic Hypogonadism
DB00282	Pamidronate	C0022658	Nephropathy (Kidney Diseases)	166300	Osteolysis, Hereditary, Of Carpal Bones With Or Without Nephropathy
DB00282	Pamidronate	C0029435	Osteolysis	166300	Osteolysis, Hereditary, Of Carpal Bones With Or Without Nephropathy
DB00695	Furosemide	C0022658	Nephropathy (Kidney Diseases)	166300	Osteolysis, Hereditary, Of Carpal Bones With Or Without Nephropathy
DB00695	Furosemide	C0029435	Osteolysis	166300	Osteolysis, Hereditary, Of Carpal Bones With Or Without Nephropathy
DB00887	Bumetanide	C0022658	Nephropathy (Kidney Diseases)	166300	Osteolysis, Hereditary, Of Carpal Bones With Or Without Nephropathy
DB00887	Bumetanide	C0029435	Osteolysis	166300	Osteolysis, Hereditary, Of Carpal Bones With Or Without Nephropathy
DB00214	Torasemide	C0022658	Nephropathy (Kidney Diseases)	166300	Osteolysis, Hereditary, Of Carpal Bones With Or Without Nephropathy
DB00214	Torasemide	C0029435	Osteolysis	166300	Osteolysis, Hereditary, Of Carpal Bones With Or Without Nephropathy
DB00988	Dopamine	C0022658	Nephropathy (Kidney Diseases)	166300	Osteolysis, Hereditary, Of Carpal Bones With Or Without Nephropathy
DB00988	Dopamine	C0029435	Osteolysis	166300	Osteolysis, Hereditary, Of Carpal Bones With Or Without Nephropathy
DB00320	Dihydroergotamine	C0149931	Migraine (Migraine Disorders)	300125	Migraine, Familial Typical, Susceptibility To, 2
DB00696	Ergotamine	C0149931	Migraine (Migraine Disorders)	300125	Migraine, Familial Typical, Susceptibility To, 2
DB00434	Cyproheptadine	C0149931	Migraine (Migraine Disorders)	300125	Migraine, Familial Typical, Susceptibility To, 2
DB00313	Valproic Acid	C0149931	Migraine (Migraine Disorders)	300125	Migraine, Familial Typical, Susceptibility To, 2
DB00669	Sumatriptan	C0149931	Migraine (Migraine Disorders)	300125	Migraine, Familial Typical, Susceptibility To, 2
DB00273	Topiramate	C0149931	Migraine (Migraine Disorders)	300125	Migraine, Familial Typical, Susceptibility To, 2
DB00216	Eletriptan	C0149931	Migraine (Migraine Disorders)	300125	Migraine, Familial Typical, Susceptibility To, 2
DB00571	Propranolol	C0149931	Migraine (Migraine Disorders)	300125	Migraine, Familial Typical, Susceptibility To, 2
DB00373	Timolol	C0149931	Migraine (Migraine Disorders)	300125	Migraine, Familial Typical, Susceptibility To, 2
DB00650	Leucovorin	C0684336	Impairment (Impaired health)	176800	Pronation-Supination Of The Forearm, Impairment Of
DB00650	Leucovorin	C0239669	pronation of forearm	176800	Pronation-Supination Of The Forearm, Impairment Of
DB00650	Leucovorin	C0239672	supination of forearm	176800	Pronation-Supination Of The Forearm, Impairment Of
DB00331	Metformin	C0684336	Impairment (Impaired health)	176800	Pronation-Supination Of The Forearm, Impairment Of
DB00331	Metformin	C0239669	pronation of forearm	176800	Pronation-Supination Of The Forearm, Impairment Of
DB00331	Metformin	C0239672	supination of forearm	176800	Pronation-Supination Of The Forearm, Impairment Of
DB00997	Doxorubicin	C0684249	Cancer, Lung (Carcinoma of lung)	211980	Lung Cancer
DB00997	Doxorubicin	C0242379	Lung Cancer (Malignant neoplasm of lung)	211980	Lung Cancer
DB01399	Salsalate	C0018681	Headaches (Headache)	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB01399	Salsalate	C1704628	Hyperthermia	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB01399	Salsalate	C0015967	Hyperthermia (Fever)	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB01399	Salsalate	C0027497	Nausea	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB01399	Salsalate	C1963179	Nausea (Nausea Adverse Event)	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00537	Ciprofloxacin	C0018681	Headaches (Headache)	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00537	Ciprofloxacin	C1704628	Hyperthermia	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00537	Ciprofloxacin	C0015967	Hyperthermia (Fever)	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00537	Ciprofloxacin	C0027497	Nausea	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00537	Ciprofloxacin	C1963179	Nausea (Nausea Adverse Event)	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB01176	Cyclizine	C0018681	Headaches (Headache)	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB01176	Cyclizine	C1704628	Hyperthermia	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB01176	Cyclizine	C0015967	Hyperthermia (Fever)	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB01176	Cyclizine	C0027497	Nausea	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB01176	Cyclizine	C1963179	Nausea (Nausea Adverse Event)	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00201	Caffeine	C0018681	Headaches (Headache)	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00201	Caffeine	C1704628	Hyperthermia	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00201	Caffeine	C0015967	Hyperthermia (Fever)	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00201	Caffeine	C0027497	Nausea	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00201	Caffeine	C1963179	Nausea (Nausea Adverse Event)	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00371	Meprobamate	C0018681	Headaches (Headache)	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00371	Meprobamate	C1704628	Hyperthermia	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00371	Meprobamate	C0015967	Hyperthermia (Fever)	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00371	Meprobamate	C0027497	Nausea	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00371	Meprobamate	C1963179	Nausea (Nausea Adverse Event)	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00788	Naproxen	C0018681	Headaches (Headache)	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00788	Naproxen	C1704628	Hyperthermia	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00788	Naproxen	C0015967	Hyperthermia (Fever)	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00788	Naproxen	C0027497	Nausea	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00788	Naproxen	C1963179	Nausea (Nausea Adverse Event)	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00508	Triflupromazine	C0018681	Headaches (Headache)	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00508	Triflupromazine	C1704628	Hyperthermia	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00508	Triflupromazine	C0015967	Hyperthermia (Fever)	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00508	Triflupromazine	C0027497	Nausea	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00508	Triflupromazine	C1963179	Nausea (Nausea Adverse Event)	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00316	Acetaminophen	C0018681	Headaches (Headache)	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00316	Acetaminophen	C1704628	Hyperthermia	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00316	Acetaminophen	C0015967	Hyperthermia (Fever)	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00316	Acetaminophen	C0027497	Nausea	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00316	Acetaminophen	C1963179	Nausea (Nausea Adverse Event)	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00366	Doxylamine	C0018681	Headaches (Headache)	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00366	Doxylamine	C1704628	Hyperthermia	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00366	Doxylamine	C0015967	Hyperthermia (Fever)	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00366	Doxylamine	C0027497	Nausea	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00366	Doxylamine	C1963179	Nausea (Nausea Adverse Event)	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00945	Acetylsalicylic acid	C0018681	Headaches (Headache)	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00945	Acetylsalicylic acid	C1704628	Hyperthermia	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00945	Acetylsalicylic acid	C0015967	Hyperthermia (Fever)	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00945	Acetylsalicylic acid	C0027497	Nausea	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00945	Acetylsalicylic acid	C1963179	Nausea (Nausea Adverse Event)	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00757	Dolasetron	C0018681	Headaches (Headache)	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00757	Dolasetron	C1704628	Hyperthermia	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00757	Dolasetron	C0015967	Hyperthermia (Fever)	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00757	Dolasetron	C0027497	Nausea	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00757	Dolasetron	C1963179	Nausea (Nausea Adverse Event)	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00477	Chlorpromazine	C0018681	Headaches (Headache)	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00477	Chlorpromazine	C1704628	Hyperthermia	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00477	Chlorpromazine	C0015967	Hyperthermia (Fever)	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00477	Chlorpromazine	C0027497	Nausea	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00477	Chlorpromazine	C1963179	Nausea (Nausea Adverse Event)	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00241	Butalbital	C0018681	Headaches (Headache)	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00241	Butalbital	C1704628	Hyperthermia	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00241	Butalbital	C0015967	Hyperthermia (Fever)	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00241	Butalbital	C0027497	Nausea	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00241	Butalbital	C1963179	Nausea (Nausea Adverse Event)	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00852	Pseudoephedrine	C0018681	Headaches (Headache)	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00852	Pseudoephedrine	C1704628	Hyperthermia	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00852	Pseudoephedrine	C0015967	Hyperthermia (Fever)	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00852	Pseudoephedrine	C0027497	Nausea	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00852	Pseudoephedrine	C1963179	Nausea (Nausea Adverse Event)	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00557	Hydroxyzine	C0018681	Headaches (Headache)	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00557	Hydroxyzine	C1704628	Hyperthermia	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00557	Hydroxyzine	C0015967	Hyperthermia (Fever)	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00557	Hydroxyzine	C0027497	Nausea	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00557	Hydroxyzine	C1963179	Nausea (Nausea Adverse Event)	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00354	Buclizine	C0018681	Headaches (Headache)	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00354	Buclizine	C1704628	Hyperthermia	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00354	Buclizine	C0015967	Hyperthermia (Fever)	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00354	Buclizine	C0027497	Nausea	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00354	Buclizine	C1963179	Nausea (Nausea Adverse Event)	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB01009	Ketoprofen	C0018681	Headaches (Headache)	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB01009	Ketoprofen	C1704628	Hyperthermia	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB01009	Ketoprofen	C0015967	Hyperthermia (Fever)	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB01009	Ketoprofen	C0027497	Nausea	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB01009	Ketoprofen	C1963179	Nausea (Nausea Adverse Event)	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB01234	Dexamethasone	C0018681	Headaches (Headache)	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB01234	Dexamethasone	C1704628	Hyperthermia	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB01234	Dexamethasone	C0015967	Hyperthermia (Fever)	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB01234	Dexamethasone	C0027497	Nausea	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB01234	Dexamethasone	C1963179	Nausea (Nausea Adverse Event)	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00320	Dihydroergotamine	C0018681	Headaches (Headache)	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00320	Dihydroergotamine	C1704628	Hyperthermia	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00320	Dihydroergotamine	C0015967	Hyperthermia (Fever)	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00320	Dihydroergotamine	C0027497	Nausea	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00320	Dihydroergotamine	C1963179	Nausea (Nausea Adverse Event)	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00318	Codeine	C0018681	Headaches (Headache)	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00318	Codeine	C1704628	Hyperthermia	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00318	Codeine	C0015967	Hyperthermia (Fever)	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00318	Codeine	C0027497	Nausea	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00318	Codeine	C1963179	Nausea (Nausea Adverse Event)	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00514	Dextromethorphan	C0018681	Headaches (Headache)	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00514	Dextromethorphan	C1704628	Hyperthermia	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00514	Dextromethorphan	C0015967	Hyperthermia (Fever)	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00514	Dextromethorphan	C0027497	Nausea	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00514	Dextromethorphan	C1963179	Nausea (Nausea Adverse Event)	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00140	Riboflavin	C0018681	Headaches (Headache)	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00140	Riboflavin	C1704628	Hyperthermia	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00140	Riboflavin	C0015967	Hyperthermia (Fever)	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00140	Riboflavin	C0027497	Nausea	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00140	Riboflavin	C1963179	Nausea (Nausea Adverse Event)	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00433	Prochlorperazine	C0018681	Headaches (Headache)	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00433	Prochlorperazine	C1704628	Hyperthermia	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00433	Prochlorperazine	C0015967	Hyperthermia (Fever)	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00433	Prochlorperazine	C0027497	Nausea	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00433	Prochlorperazine	C1963179	Nausea (Nausea Adverse Event)	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00904	Ondansetron	C0018681	Headaches (Headache)	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00904	Ondansetron	C1704628	Hyperthermia	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00904	Ondansetron	C0015967	Hyperthermia (Fever)	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00904	Ondansetron	C0027497	Nausea	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00904	Ondansetron	C1963179	Nausea (Nausea Adverse Event)	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00889	Granisetron	C0018681	Headaches (Headache)	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00889	Granisetron	C1704628	Hyperthermia	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00889	Granisetron	C0015967	Hyperthermia (Fever)	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00889	Granisetron	C0027497	Nausea	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00889	Granisetron	C1963179	Nausea (Nausea Adverse Event)	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00767	Benzquinamide	C0018681	Headaches (Headache)	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00767	Benzquinamide	C1704628	Hyperthermia	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00767	Benzquinamide	C0015967	Hyperthermia (Fever)	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00767	Benzquinamide	C0027497	Nausea	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00767	Benzquinamide	C1963179	Nausea (Nausea Adverse Event)	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB01231	Diphenidol	C0018681	Headaches (Headache)	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB01231	Diphenidol	C1704628	Hyperthermia	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB01231	Diphenidol	C0015967	Hyperthermia (Fever)	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB01231	Diphenidol	C0027497	Nausea	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB01231	Diphenidol	C1963179	Nausea (Nausea Adverse Event)	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00388	Phenylephrine	C0018681	Headaches (Headache)	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00388	Phenylephrine	C1704628	Hyperthermia	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00388	Phenylephrine	C0015967	Hyperthermia (Fever)	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00388	Phenylephrine	C0027497	Nausea	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00388	Phenylephrine	C1963179	Nausea (Nausea Adverse Event)	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB01050	Ibuprofen	C0018681	Headaches (Headache)	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB01050	Ibuprofen	C1704628	Hyperthermia	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB01050	Ibuprofen	C0015967	Hyperthermia (Fever)	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB01050	Ibuprofen	C0027497	Nausea	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB01050	Ibuprofen	C1963179	Nausea (Nausea Adverse Event)	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB01075	Diphenhydramine	C0018681	Headaches (Headache)	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB01075	Diphenhydramine	C1704628	Hyperthermia	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB01075	Diphenhydramine	C0015967	Hyperthermia (Fever)	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB01075	Diphenhydramine	C0027497	Nausea	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB01075	Diphenhydramine	C1963179	Nausea (Nausea Adverse Event)	145590	Hyperthermia, Cutaneous, With Headaches And Nausea
DB00620	Triamcinolone	C0036202	Sarcoidosis	181000	Sarcoidosis, Susceptibility To, 1; Ss1
DB00993	Azathioprine	C0036202	Sarcoidosis	181000	Sarcoidosis, Susceptibility To, 1; Ss1
DB00635	Prednisone	C0036202	Sarcoidosis	181000	Sarcoidosis, Susceptibility To, 1; Ss1
DB00608	Chloroquine	C0036202	Sarcoidosis	181000	Sarcoidosis, Susceptibility To, 1; Ss1
DB01234	Dexamethasone	C0036202	Sarcoidosis	181000	Sarcoidosis, Susceptibility To, 1; Ss1
DB01101	Capecitabine	C0376358	Prostate Cancer (Malignant neoplasm of prostate)	176807	Prostate Cancer
DB01101	Capecitabine	C0600139	Prostate Cancer (Prostate carcinoma)	176807	Prostate Cancer
DB00014	Goserelin	C0376358	Prostate Cancer (Malignant neoplasm of prostate)	176807	Prostate Cancer
DB00014	Goserelin	C0600139	Prostate Cancer (Prostate carcinoma)	176807	Prostate Cancer
DB01128	Bicalutamide	C0376358	Prostate Cancer (Malignant neoplasm of prostate)	176807	Prostate Cancer
DB01128	Bicalutamide	C0600139	Prostate Cancer (Prostate carcinoma)	176807	Prostate Cancer
DB01204	Mitoxantrone	C0376358	Prostate Cancer (Malignant neoplasm of prostate)	176807	Prostate Cancer
DB01204	Mitoxantrone	C0600139	Prostate Cancer (Prostate carcinoma)	176807	Prostate Cancer
DB00007	Leuprolide	C0376358	Prostate Cancer (Malignant neoplasm of prostate)	176807	Prostate Cancer
DB00007	Leuprolide	C0600139	Prostate Cancer (Prostate carcinoma)	176807	Prostate Cancer
DB00499	Flutamide	C0376358	Prostate Cancer (Malignant neoplasm of prostate)	176807	Prostate Cancer
DB00499	Flutamide	C0600139	Prostate Cancer (Prostate carcinoma)	176807	Prostate Cancer
DB01196	Estramustine	C0376358	Prostate Cancer (Malignant neoplasm of prostate)	176807	Prostate Cancer
DB01196	Estramustine	C0600139	Prostate Cancer (Prostate carcinoma)	176807	Prostate Cancer
DB00783	Estradiol	C0376358	Prostate Cancer (Malignant neoplasm of prostate)	176807	Prostate Cancer
DB00783	Estradiol	C0600139	Prostate Cancer (Prostate carcinoma)	176807	Prostate Cancer
DB01248	Docetaxel	C0376358	Prostate Cancer (Malignant neoplasm of prostate)	176807	Prostate Cancer
DB01248	Docetaxel	C0600139	Prostate Cancer (Prostate carcinoma)	176807	Prostate Cancer
DB00286	Conjugated Estrogens	C0376358	Prostate Cancer (Malignant neoplasm of prostate)	176807	Prostate Cancer
DB00286	Conjugated Estrogens	C0600139	Prostate Cancer (Prostate carcinoma)	176807	Prostate Cancer
DB00536	Guanidine	C0007758	Cerebellar Ataxia	113610	Branchial Myoclonus With Spastic Paraparesis And Cerebellar Ataxia
DB00536	Guanidine	C0027066	Myoclonus	113610	Branchial Myoclonus With Spastic Paraparesis And Cerebellar Ataxia
DB00536	Guanidine	C0037771	Paraparesis, Spastic	113610	Branchial Myoclonus With Spastic Paraparesis And Cerebellar Ataxia
DB00434	Cyproheptadine	C0007758	Cerebellar Ataxia	113610	Branchial Myoclonus With Spastic Paraparesis And Cerebellar Ataxia
DB00434	Cyproheptadine	C0027066	Myoclonus	113610	Branchial Myoclonus With Spastic Paraparesis And Cerebellar Ataxia
DB00434	Cyproheptadine	C0037771	Paraparesis, Spastic	113610	Branchial Myoclonus With Spastic Paraparesis And Cerebellar Ataxia
DB00995	Auranofin	C0015773	Felty's Syndrome	134750	Felty Syndrome
DB00302	Tranexamic Acid	C0019069	Factor VIII Deficiency (Hemophilia A)	134520	Factors Viii, Ix And Xi, Combined Deficiency Of
DB00290	Bleomycin	C0024302	Reticulum-Cell Sarcoma (Reticulosarcoma)	267730	Reticulum Cell Sarcoma
DB00987	Cytarabine	C0024302	Reticulum-Cell Sarcoma (Reticulosarcoma)	267730	Reticulum Cell Sarcoma
DB00444	Teniposide	C0024302	Reticulum-Cell Sarcoma (Reticulosarcoma)	267730	Reticulum Cell Sarcoma
DB01204	Mitoxantrone	C0024302	Reticulum-Cell Sarcoma (Reticulosarcoma)	267730	Reticulum Cell Sarcoma
DB00541	Vincristine	C0024302	Reticulum-Cell Sarcoma (Reticulosarcoma)	267730	Reticulum Cell Sarcoma
DB00262	Carmustine	C0024302	Reticulum-Cell Sarcoma (Reticulosarcoma)	267730	Reticulum Cell Sarcoma
DB01073	Fludarabine	C0024302	Reticulum-Cell Sarcoma (Reticulosarcoma)	267730	Reticulum Cell Sarcoma
DB00563	Methotrexate	C0024302	Reticulum-Cell Sarcoma (Reticulosarcoma)	267730	Reticulum Cell Sarcoma
DB01167	Itraconazole	C0023281	Leishmaniasis	602068	Leishmaniasis, Tegumentary, Susceptibility To
DB00437	Allopurinol	C0023281	Leishmaniasis	602068	Leishmaniasis, Tegumentary, Susceptibility To
