drug	disease	classification	notes	drug_url	disease_url
Choline	osteoarthritis			http://www.drugbank.ca/drugs/DB00122	http://www.disease-ontology.org/term/DOID%3A8398
Choline	rheumatoid arthritis			http://www.drugbank.ca/drugs/DB00122	http://www.disease-ontology.org/term/DOID%3A7148
Ciclesonide	asthma			http://www.drugbank.ca/drugs/DB01410	http://www.disease-ontology.org/term/DOID%3A2841
Cilostazol	systemic scleroderma			http://www.drugbank.ca/drugs/DB01166	http://www.disease-ontology.org/term/DOID%3A418
Cimetidine	obesity			http://www.drugbank.ca/drugs/DB00501	http://www.disease-ontology.org/term/DOID%3A9970
Cinacalcet	chronic kidney failure			http://www.drugbank.ca/drugs/DB01012	http://www.disease-ontology.org/term/DOID%3A784
Ciprofloxacin	asthma			http://www.drugbank.ca/drugs/DB00537	http://www.disease-ontology.org/term/DOID%3A2841
Ciprofloxacin	chronic obstructive pulmonary disease			http://www.drugbank.ca/drugs/DB00537	http://www.disease-ontology.org/term/DOID%3A3083
Ciprofloxacin	prostate cancer			http://www.drugbank.ca/drugs/DB00537	http://www.disease-ontology.org/term/DOID%3A10283
Ciprofloxacin	ulcerative colitis			http://www.drugbank.ca/drugs/DB00537	http://www.disease-ontology.org/term/DOID%3A8577
Cisplatin	bone cancer			http://www.drugbank.ca/drugs/DB00515	http://www.disease-ontology.org/term/DOID%3A184
Cisplatin	esophageal cancer			http://www.drugbank.ca/drugs/DB00515	http://www.disease-ontology.org/term/DOID%3A5041
Cisplatin	germ cell cancer			http://www.drugbank.ca/drugs/DB00515	http://www.disease-ontology.org/term/DOID%3A2994
Cisplatin	hematologic cancer	DM	Pilot classification: disease-modifying; Pilot notes: 	http://www.drugbank.ca/drugs/DB00515	http://www.disease-ontology.org/term/DOID%3A2531
Cisplatin	lung cancer			http://www.drugbank.ca/drugs/DB00515	http://www.disease-ontology.org/term/DOID%3A1324
Cisplatin	peripheral nervous system neoplasm			http://www.drugbank.ca/drugs/DB00515	http://www.disease-ontology.org/term/DOID%3A1192
Cisplatin	testicular cancer			http://www.drugbank.ca/drugs/DB00515	http://www.disease-ontology.org/term/DOID%3A2998
Cisplatin	urinary bladder cancer			http://www.drugbank.ca/drugs/DB00515	http://www.disease-ontology.org/term/DOID%3A11054
Citalopram	Parkinson's disease			http://www.drugbank.ca/drugs/DB00215	http://www.disease-ontology.org/term/DOID%3A14330
Citalopram	alcohol dependence			http://www.drugbank.ca/drugs/DB00215	http://www.disease-ontology.org/term/DOID%3A0050741
Citalopram	bipolar disorder			http://www.drugbank.ca/drugs/DB00215	http://www.disease-ontology.org/term/DOID%3A3312
Citalopram	endogenous depression			http://www.drugbank.ca/drugs/DB00215	http://www.disease-ontology.org/term/DOID%3A1595
Citalopram	panic disorder			http://www.drugbank.ca/drugs/DB00215	http://www.disease-ontology.org/term/DOID%3A594
Cladribine	hematologic cancer	DM	Pilot classification: disease-modifying; Pilot notes: 	http://www.drugbank.ca/drugs/DB00242	http://www.disease-ontology.org/term/DOID%3A2531
Cladribine	multiple sclerosis			http://www.drugbank.ca/drugs/DB00242	http://www.disease-ontology.org/term/DOID%3A2377
Clindamycin	allergic rhinitis			http://www.drugbank.ca/drugs/DB01190	http://www.disease-ontology.org/term/DOID%3A4481
Clindamycin	atopic dermatitis			http://www.drugbank.ca/drugs/DB01190	http://www.disease-ontology.org/term/DOID%3A3310
Clindamycin	malaria			http://www.drugbank.ca/drugs/DB01190	http://www.disease-ontology.org/term/DOID%3A12365
Clobazam	epilepsy syndrome			http://www.drugbank.ca/drugs/DB00349	http://www.disease-ontology.org/term/DOID%3A1826
Clobetasol propionate	psoriasis			http://www.drugbank.ca/drugs/DB01013	http://www.disease-ontology.org/term/DOID%3A8893
Clofarabine	hematologic cancer			http://www.drugbank.ca/drugs/DB00631	http://www.disease-ontology.org/term/DOID%3A2531
Clomifene	azoospermia			http://www.drugbank.ca/drugs/DB00882	http://www.disease-ontology.org/term/DOID%3A14227
Clomipramine	panic disorder			http://www.drugbank.ca/drugs/DB01242	http://www.disease-ontology.org/term/DOID%3A594
Clonazepam	Parkinson's disease			http://www.drugbank.ca/drugs/DB01068	http://www.disease-ontology.org/term/DOID%3A14330
Clonazepam	autistic disorder			http://www.drugbank.ca/drugs/DB01068	http://www.disease-ontology.org/term/DOID%3A12849
Clonazepam	bipolar disorder			http://www.drugbank.ca/drugs/DB01068	http://www.disease-ontology.org/term/DOID%3A3312
Clonazepam	epilepsy syndrome			http://www.drugbank.ca/drugs/DB01068	http://www.disease-ontology.org/term/DOID%3A1826
Clonazepam	multiple sclerosis			http://www.drugbank.ca/drugs/DB01068	http://www.disease-ontology.org/term/DOID%3A2377
Clonazepam	osteoarthritis			http://www.drugbank.ca/drugs/DB01068	http://www.disease-ontology.org/term/DOID%3A8398
Clonazepam	panic disorder			http://www.drugbank.ca/drugs/DB01068	http://www.disease-ontology.org/term/DOID%3A594
Clonazepam	restless legs syndrome			http://www.drugbank.ca/drugs/DB01068	http://www.disease-ontology.org/term/DOID%3A0050425
Clonazepam	schizophrenia			http://www.drugbank.ca/drugs/DB01068	http://www.disease-ontology.org/term/DOID%3A5419
Clonidine	Gilles de la Tourette syndrome			http://www.drugbank.ca/drugs/DB00575	http://www.disease-ontology.org/term/DOID%3A11119
Clonidine	attention deficit hyperactivity disorder			http://www.drugbank.ca/drugs/DB00575	http://www.disease-ontology.org/term/DOID%3A1094
Clonidine	autistic disorder			http://www.drugbank.ca/drugs/DB00575	http://www.disease-ontology.org/term/DOID%3A12849
Clonidine	glaucoma			http://www.drugbank.ca/drugs/DB00575	http://www.disease-ontology.org/term/DOID%3A1686
Clonidine	hypertension			http://www.drugbank.ca/drugs/DB00575	http://www.disease-ontology.org/term/DOID%3A10763
Clonidine	restless legs syndrome			http://www.drugbank.ca/drugs/DB00575	http://www.disease-ontology.org/term/DOID%3A0050425
Clopidogrel	atherosclerosis			http://www.drugbank.ca/drugs/DB00758	http://www.disease-ontology.org/term/DOID%3A1936
Clopidogrel	coronary artery disease	DM	Pilot classification: disease-modifying; Pilot notes: helps to prevent disease worsening	http://www.drugbank.ca/drugs/DB00758	http://www.disease-ontology.org/term/DOID%3A3393
Clopidogrel	hypertension			http://www.drugbank.ca/drugs/DB00758	http://www.disease-ontology.org/term/DOID%3A10763
Clopidogrel	kidney cancer			http://www.drugbank.ca/drugs/DB00758	http://www.disease-ontology.org/term/DOID%3A263
Clozapine	bipolar disorder			http://www.drugbank.ca/drugs/DB00363	http://www.disease-ontology.org/term/DOID%3A3312
Clozapine	schizophrenia			http://www.drugbank.ca/drugs/DB00363	http://www.disease-ontology.org/term/DOID%3A5419
Cocaine	dental caries	NOT	Pilot classification: symptomatic; Pilot notes: 	http://www.drugbank.ca/drugs/DB00907	http://www.disease-ontology.org/term/DOID%3A216
Codeine	osteoarthritis			http://www.drugbank.ca/drugs/DB00318	http://www.disease-ontology.org/term/DOID%3A8398
Colchicine	gout			http://www.drugbank.ca/drugs/DB01394	http://www.disease-ontology.org/term/DOID%3A13189
Colchicine	primary biliary cirrhosis			http://www.drugbank.ca/drugs/DB01394	http://www.disease-ontology.org/term/DOID%3A12236
Colchicine	systemic scleroderma			http://www.drugbank.ca/drugs/DB01394	http://www.disease-ontology.org/term/DOID%3A418
Conjugated Estrogens	breast cancer			http://www.drugbank.ca/drugs/DB00286	http://www.disease-ontology.org/term/DOID%3A1612
Conjugated Estrogens	osteoporosis	DM	Pilot classification: disease-modifying; Pilot notes: 	http://www.drugbank.ca/drugs/DB00286	http://www.disease-ontology.org/term/DOID%3A11476
Conjugated Estrogens	prostate cancer			http://www.drugbank.ca/drugs/DB00286	http://www.disease-ontology.org/term/DOID%3A10283
Crizotinib	lung cancer			http://www.drugbank.ca/drugs/DB08865	http://www.disease-ontology.org/term/DOID%3A1324
Cromoglicic acid	asthma			http://www.drugbank.ca/drugs/DB01003	http://www.disease-ontology.org/term/DOID%3A2841
Cyclobenzaprine	ankylosing spondylitis			http://www.drugbank.ca/drugs/DB00924	http://www.disease-ontology.org/term/DOID%3A7147
Cyclobenzaprine	migraine			http://www.drugbank.ca/drugs/DB00924	http://www.disease-ontology.org/term/DOID%3A6364
Cyclobenzaprine	osteoarthritis			http://www.drugbank.ca/drugs/DB00924	http://www.disease-ontology.org/term/DOID%3A8398
Cyclobenzaprine	rheumatoid arthritis			http://www.drugbank.ca/drugs/DB00924	http://www.disease-ontology.org/term/DOID%3A7148
Cyclobenzaprine	systemic lupus erythematosus			http://www.drugbank.ca/drugs/DB00924	http://www.disease-ontology.org/term/DOID%3A9074
Cyclobenzaprine	systemic scleroderma			http://www.drugbank.ca/drugs/DB00924	http://www.disease-ontology.org/term/DOID%3A418
Cyclosporine	focal segmental glomerulosclerosis			http://www.drugbank.ca/drugs/DB00091	http://www.disease-ontology.org/term/DOID%3A1312
Cyclosporine	psoriasis			http://www.drugbank.ca/drugs/DB00091	http://www.disease-ontology.org/term/DOID%3A8893
Cyclosporine	rheumatoid arthritis			http://www.drugbank.ca/drugs/DB00091	http://www.disease-ontology.org/term/DOID%3A7148
Cyclosporine	systemic lupus erythematosus			http://www.drugbank.ca/drugs/DB00091	http://www.disease-ontology.org/term/DOID%3A9074
Cyproheptadine	allergic rhinitis			http://www.drugbank.ca/drugs/DB00434	http://www.disease-ontology.org/term/DOID%3A4481
Cyproheptadine	migraine			http://www.drugbank.ca/drugs/DB00434	http://www.disease-ontology.org/term/DOID%3A6364
Cyproheptadine	schizophrenia			http://www.drugbank.ca/drugs/DB00434	http://www.disease-ontology.org/term/DOID%3A5419
Cytarabine	colon cancer			http://www.drugbank.ca/drugs/DB00987	http://www.disease-ontology.org/term/DOID%3A219
Cytarabine	hematologic cancer			http://www.drugbank.ca/drugs/DB00987	http://www.disease-ontology.org/term/DOID%3A2531
Cytarabine	lymphatic system cancer			http://www.drugbank.ca/drugs/DB00987	http://www.disease-ontology.org/term/DOID%3A0060073
Cytarabine	meningioma			http://www.drugbank.ca/drugs/DB00987	http://www.disease-ontology.org/term/DOID%3A3565
Dacarbazine	hematologic cancer			http://www.drugbank.ca/drugs/DB00851	http://www.disease-ontology.org/term/DOID%3A2531
Dacarbazine	melanoma			http://www.drugbank.ca/drugs/DB00851	http://www.disease-ontology.org/term/DOID%3A1909
Dacarbazine	muscle cancer			http://www.drugbank.ca/drugs/DB00851	http://www.disease-ontology.org/term/DOID%3A4045
Dacarbazine	pancreatic cancer			http://www.drugbank.ca/drugs/DB00851	http://www.disease-ontology.org/term/DOID%3A1793
Dacarbazine	peripheral nervous system neoplasm			http://www.drugbank.ca/drugs/DB00851	http://www.disease-ontology.org/term/DOID%3A1192
Dacarbazine	sarcoma			http://www.drugbank.ca/drugs/DB00851	http://www.disease-ontology.org/term/DOID%3A1115
Dacarbazine	skin cancer			http://www.drugbank.ca/drugs/DB00851	http://www.disease-ontology.org/term/DOID%3A4159
Dactinomycin	germ cell cancer			http://www.drugbank.ca/drugs/DB00970	http://www.disease-ontology.org/term/DOID%3A2994
Dactinomycin	kidney cancer			http://www.drugbank.ca/drugs/DB00970	http://www.disease-ontology.org/term/DOID%3A263
Dactinomycin	melanoma			http://www.drugbank.ca/drugs/DB00970	http://www.disease-ontology.org/term/DOID%3A1909
Dactinomycin	muscle cancer			http://www.drugbank.ca/drugs/DB00970	http://www.disease-ontology.org/term/DOID%3A4045
Dactinomycin	ocular cancer			http://www.drugbank.ca/drugs/DB00970	http://www.disease-ontology.org/term/DOID%3A2174
Dactinomycin	peripheral nervous system neoplasm			http://www.drugbank.ca/drugs/DB00970	http://www.disease-ontology.org/term/DOID%3A1192
Dactinomycin	sarcoma			http://www.drugbank.ca/drugs/DB00970	http://www.disease-ontology.org/term/DOID%3A1115
Dactinomycin	skin cancer			http://www.drugbank.ca/drugs/DB00970	http://www.disease-ontology.org/term/DOID%3A4159
Dactinomycin	testicular cancer			http://www.drugbank.ca/drugs/DB00970	http://www.disease-ontology.org/term/DOID%3A2998
Dactinomycin	uterine cancer			http://www.drugbank.ca/drugs/DB00970	http://www.disease-ontology.org/term/DOID%3A363
Dalfampridine	multiple sclerosis			http://www.drugbank.ca/drugs/DB06637	http://www.disease-ontology.org/term/DOID%3A2377
Dantrolene	multiple sclerosis			http://www.drugbank.ca/drugs/DB01219	http://www.disease-ontology.org/term/DOID%3A2377
Dapsone	leprosy			http://www.drugbank.ca/drugs/DB00250	http://www.disease-ontology.org/term/DOID%3A1024
Dapsone	malaria			http://www.drugbank.ca/drugs/DB00250	http://www.disease-ontology.org/term/DOID%3A12365
Dapsone	systemic lupus erythematosus			http://www.drugbank.ca/drugs/DB00250	http://www.disease-ontology.org/term/DOID%3A9074
Dasatinib	hematologic cancer			http://www.drugbank.ca/drugs/DB01254	http://www.disease-ontology.org/term/DOID%3A2531
Daunorubicin	hematologic cancer			http://www.drugbank.ca/drugs/DB00694	http://www.disease-ontology.org/term/DOID%3A2531
Decitabine	anemia			http://www.drugbank.ca/drugs/DB01262	http://www.disease-ontology.org/term/DOID%3A2355
Deferiprone	anemia			http://www.drugbank.ca/drugs/DB08826	http://www.disease-ontology.org/term/DOID%3A2355
Deferoxamine	chronic kidney failure			http://www.drugbank.ca/drugs/DB00746	http://www.disease-ontology.org/term/DOID%3A784
Degarelix	prostate cancer			http://www.drugbank.ca/drugs/DB06699	http://www.disease-ontology.org/term/DOID%3A10283
Delavirdine	acquired immunodeficiency syndrome			http://www.drugbank.ca/drugs/DB00705	http://www.disease-ontology.org/term/DOID%3A635
Desflurane	hypertension			http://www.drugbank.ca/drugs/DB01189	http://www.disease-ontology.org/term/DOID%3A10763
Desipramine	attention deficit hyperactivity disorder			http://www.drugbank.ca/drugs/DB01151	http://www.disease-ontology.org/term/DOID%3A1094
Desloratadine	allergic rhinitis			http://www.drugbank.ca/drugs/DB00967	http://www.disease-ontology.org/term/DOID%3A4481
Desogestrel	polycystic ovary syndrome			http://www.drugbank.ca/drugs/DB00304	http://www.disease-ontology.org/term/DOID%3A11612
Desonide	atopic dermatitis			http://www.drugbank.ca/drugs/DB01260	http://www.disease-ontology.org/term/DOID%3A3310
Dexamethasone	allergic rhinitis			http://www.drugbank.ca/drugs/DB01234	http://www.disease-ontology.org/term/DOID%3A4481
Dexamethasone	anemia			http://www.drugbank.ca/drugs/DB01234	http://www.disease-ontology.org/term/DOID%3A2355
Dexamethasone	ankylosing spondylitis			http://www.drugbank.ca/drugs/DB01234	http://www.disease-ontology.org/term/DOID%3A7147
Dexamethasone	asthma			http://www.drugbank.ca/drugs/DB01234	http://www.disease-ontology.org/term/DOID%3A2841
Dexamethasone	atopic dermatitis			http://www.drugbank.ca/drugs/DB01234	http://www.disease-ontology.org/term/DOID%3A3310
Dexamethasone	brain cancer			http://www.drugbank.ca/drugs/DB01234	http://www.disease-ontology.org/term/DOID%3A1319
Dexamethasone	breast cancer			http://www.drugbank.ca/drugs/DB01234	http://www.disease-ontology.org/term/DOID%3A1612
Dexamethasone	colon cancer			http://www.drugbank.ca/drugs/DB01234	http://www.disease-ontology.org/term/DOID%3A219
Dexamethasone	hematologic cancer			http://www.drugbank.ca/drugs/DB01234	http://www.disease-ontology.org/term/DOID%3A2531
Dexamethasone	hypertension			http://www.drugbank.ca/drugs/DB01234	http://www.disease-ontology.org/term/DOID%3A10763
Dexamethasone	kidney cancer			http://www.drugbank.ca/drugs/DB01234	http://www.disease-ontology.org/term/DOID%3A263
Dexamethasone	multiple sclerosis			http://www.drugbank.ca/drugs/DB01234	http://www.disease-ontology.org/term/DOID%3A2377
Dexamethasone	prostate cancer			http://www.drugbank.ca/drugs/DB01234	http://www.disease-ontology.org/term/DOID%3A10283
Dexamethasone	psoriasis			http://www.drugbank.ca/drugs/DB01234	http://www.disease-ontology.org/term/DOID%3A8893
Dexamethasone	psoriatic arthritis			http://www.drugbank.ca/drugs/DB01234	http://www.disease-ontology.org/term/DOID%3A9008
Dexamethasone	rheumatoid arthritis			http://www.drugbank.ca/drugs/DB01234	http://www.disease-ontology.org/term/DOID%3A7148
Dexamethasone	systemic lupus erythematosus			http://www.drugbank.ca/drugs/DB01234	http://www.disease-ontology.org/term/DOID%3A9074
Dexamethasone	ulcerative colitis			http://www.drugbank.ca/drugs/DB01234	http://www.disease-ontology.org/term/DOID%3A8577
Dexrazoxane	breast cancer			http://www.drugbank.ca/drugs/DB00380	http://www.disease-ontology.org/term/DOID%3A1612
Dextroamphetamine	attention deficit hyperactivity disorder			http://www.drugbank.ca/drugs/DB01576	http://www.disease-ontology.org/term/DOID%3A1094
Dextroamphetamine	narcolepsy	SYM	Pilot classification: symptomatic; Pilot notes: 	http://www.drugbank.ca/drugs/DB01576	http://www.disease-ontology.org/term/DOID%3A8986
Dextromethorphan	amyotrophic lateral sclerosis			http://www.drugbank.ca/drugs/DB00514	http://www.disease-ontology.org/term/DOID%3A332
Dextromethorphan	multiple sclerosis			http://www.drugbank.ca/drugs/DB00514	http://www.disease-ontology.org/term/DOID%3A2377
Dextrothyroxine	Graves' disease			http://www.drugbank.ca/drugs/DB00509	http://www.disease-ontology.org/term/DOID%3A12361
Dextrothyroxine	coronary artery disease	NOT	Pilot classification: disease-modifying; Pilot notes: cholesterol lowering agent; pulled due to cardiac side effects	http://www.drugbank.ca/drugs/DB00509	http://www.disease-ontology.org/term/DOID%3A3393
Dextrothyroxine	hypothyroidism			http://www.drugbank.ca/drugs/DB00509	http://www.disease-ontology.org/term/DOID%3A1459
Dextrothyroxine	thyroid cancer			http://www.drugbank.ca/drugs/DB00509	http://www.disease-ontology.org/term/DOID%3A1781
Diazepam	epilepsy syndrome			http://www.drugbank.ca/drugs/DB00829	http://www.disease-ontology.org/term/DOID%3A1826
Diazepam	multiple sclerosis			http://www.drugbank.ca/drugs/DB00829	http://www.disease-ontology.org/term/DOID%3A2377
Diazepam	panic disorder			http://www.drugbank.ca/drugs/DB00829	http://www.disease-ontology.org/term/DOID%3A594
Diazoxide	hypertension			http://www.drugbank.ca/drugs/DB01119	http://www.disease-ontology.org/term/DOID%3A10763
Diclofenac	ankylosing spondylitis			http://www.drugbank.ca/drugs/DB00586	http://www.disease-ontology.org/term/DOID%3A7147
Diclofenac	migraine			http://www.drugbank.ca/drugs/DB00586	http://www.disease-ontology.org/term/DOID%3A6364
Diclofenac	osteoarthritis			http://www.drugbank.ca/drugs/DB00586	http://www.disease-ontology.org/term/DOID%3A8398
Diclofenac	rheumatoid arthritis			http://www.drugbank.ca/drugs/DB00586	http://www.disease-ontology.org/term/DOID%3A7148
Diclofenac	systemic scleroderma			http://www.drugbank.ca/drugs/DB00586	http://www.disease-ontology.org/term/DOID%3A418
Diclofenamide	glaucoma			http://www.drugbank.ca/drugs/DB01144	http://www.disease-ontology.org/term/DOID%3A1686
Didanosine	acquired immunodeficiency syndrome			http://www.drugbank.ca/drugs/DB00900	http://www.disease-ontology.org/term/DOID%3A635
Diethylpropion	obesity			http://www.drugbank.ca/drugs/DB00937	http://www.disease-ontology.org/term/DOID%3A9970
Diflunisal	osteoarthritis			http://www.drugbank.ca/drugs/DB00861	http://www.disease-ontology.org/term/DOID%3A8398
Diflunisal	rheumatoid arthritis			http://www.drugbank.ca/drugs/DB00861	http://www.disease-ontology.org/term/DOID%3A7148
Digoxin	coronary artery disease			http://www.drugbank.ca/drugs/DB00390	http://www.disease-ontology.org/term/DOID%3A3393
Digoxin	dilated cardiomyopathy			http://www.drugbank.ca/drugs/DB00390	http://www.disease-ontology.org/term/DOID%3A12930
Dihydroergotamine	migraine			http://www.drugbank.ca/drugs/DB00320	http://www.disease-ontology.org/term/DOID%3A6364
Diltiazem	coronary artery disease			http://www.drugbank.ca/drugs/DB00343	http://www.disease-ontology.org/term/DOID%3A3393
Diltiazem	hypertension			http://www.drugbank.ca/drugs/DB00343	http://www.disease-ontology.org/term/DOID%3A10763
Dimenhydrinate	Parkinson's disease			http://www.drugbank.ca/drugs/DB00985	http://www.disease-ontology.org/term/DOID%3A14330
Dimenhydrinate	allergic rhinitis			http://www.drugbank.ca/drugs/DB00985	http://www.disease-ontology.org/term/DOID%3A4481
Dimenhydrinate	atopic dermatitis			http://www.drugbank.ca/drugs/DB00985	http://www.disease-ontology.org/term/DOID%3A3310
Dimenhydrinate	schizophrenia			http://www.drugbank.ca/drugs/DB00985	http://www.disease-ontology.org/term/DOID%3A5419
Dinoprostone	germ cell cancer			http://www.drugbank.ca/drugs/DB00917	http://www.disease-ontology.org/term/DOID%3A2994
Dinoprostone	uterine cancer			http://www.drugbank.ca/drugs/DB00917	http://www.disease-ontology.org/term/DOID%3A363
Diphenhydramine	Parkinson's disease			http://www.drugbank.ca/drugs/DB01075	http://www.disease-ontology.org/term/DOID%3A14330
Diphenhydramine	allergic rhinitis			http://www.drugbank.ca/drugs/DB01075	http://www.disease-ontology.org/term/DOID%3A4481
Diphenhydramine	atopic dermatitis			http://www.drugbank.ca/drugs/DB01075	http://www.disease-ontology.org/term/DOID%3A3310
Diphenhydramine	schizophrenia			http://www.drugbank.ca/drugs/DB01075	http://www.disease-ontology.org/term/DOID%3A5419
Dipivefrin	glaucoma			http://www.drugbank.ca/drugs/DB00449	http://www.disease-ontology.org/term/DOID%3A1686
Dipivefrin	hypertension			http://www.drugbank.ca/drugs/DB00449	http://www.disease-ontology.org/term/DOID%3A10763
Dipyridamole	coronary artery disease			http://www.drugbank.ca/drugs/DB00975	http://www.disease-ontology.org/term/DOID%3A3393
Disulfiram	alcohol dependence			http://www.drugbank.ca/drugs/DB00822	http://www.disease-ontology.org/term/DOID%3A0050741
Docetaxel	breast cancer			http://www.drugbank.ca/drugs/DB01248	http://www.disease-ontology.org/term/DOID%3A1612
Docetaxel	head and neck cancer			http://www.drugbank.ca/drugs/DB01248	http://www.disease-ontology.org/term/DOID%3A11934
Docetaxel	lung cancer			http://www.drugbank.ca/drugs/DB01248	http://www.disease-ontology.org/term/DOID%3A1324
Docetaxel	melanoma			http://www.drugbank.ca/drugs/DB01248	http://www.disease-ontology.org/term/DOID%3A1909
Docetaxel	ovarian cancer			http://www.drugbank.ca/drugs/DB01248	http://www.disease-ontology.org/term/DOID%3A2394
Docetaxel	pancreatic cancer			http://www.drugbank.ca/drugs/DB01248	http://www.disease-ontology.org/term/DOID%3A1793
Docetaxel	prostate cancer			http://www.drugbank.ca/drugs/DB01248	http://www.disease-ontology.org/term/DOID%3A10283
Docetaxel	skin cancer			http://www.drugbank.ca/drugs/DB01248	http://www.disease-ontology.org/term/DOID%3A4159
Docetaxel	stomach cancer			http://www.drugbank.ca/drugs/DB01248	http://www.disease-ontology.org/term/DOID%3A10534
Donepezil	Alzheimer's disease			http://www.drugbank.ca/drugs/DB00843	http://www.disease-ontology.org/term/DOID%3A10652
Dopamine	coronary artery disease			http://www.drugbank.ca/drugs/DB00988	http://www.disease-ontology.org/term/DOID%3A3393
Dopamine	hypertension			http://www.drugbank.ca/drugs/DB00988	http://www.disease-ontology.org/term/DOID%3A10763
Dorzolamide	glaucoma			http://www.drugbank.ca/drugs/DB00869	http://www.disease-ontology.org/term/DOID%3A1686
Dorzolamide	hypertension			http://www.drugbank.ca/drugs/DB00869	http://www.disease-ontology.org/term/DOID%3A10763
Doxazosin	hypertension			http://www.drugbank.ca/drugs/DB00590	http://www.disease-ontology.org/term/DOID%3A10763
Doxepin	atopic dermatitis			http://www.drugbank.ca/drugs/DB01142	http://www.disease-ontology.org/term/DOID%3A3310
Doxorubicin	acquired immunodeficiency syndrome			http://www.drugbank.ca/drugs/DB00997	http://www.disease-ontology.org/term/DOID%3A635
Doxorubicin	bone cancer			http://www.drugbank.ca/drugs/DB00997	http://www.disease-ontology.org/term/DOID%3A184
Doxorubicin	breast cancer			http://www.drugbank.ca/drugs/DB00997	http://www.disease-ontology.org/term/DOID%3A1612
Doxorubicin	hematologic cancer			http://www.drugbank.ca/drugs/DB00997	http://www.disease-ontology.org/term/DOID%3A2531
Doxorubicin	kidney cancer			http://www.drugbank.ca/drugs/DB00997	http://www.disease-ontology.org/term/DOID%3A263
Doxorubicin	liver cancer			http://www.drugbank.ca/drugs/DB00997	http://www.disease-ontology.org/term/DOID%3A3571
Doxorubicin	lung cancer			http://www.drugbank.ca/drugs/DB00997	http://www.disease-ontology.org/term/DOID%3A1324
Doxorubicin	muscle cancer			http://www.drugbank.ca/drugs/DB00997	http://www.disease-ontology.org/term/DOID%3A4045
Doxorubicin	ovarian cancer			http://www.drugbank.ca/drugs/DB00997	http://www.disease-ontology.org/term/DOID%3A2394
Doxorubicin	pancreatic cancer			http://www.drugbank.ca/drugs/DB00997	http://www.disease-ontology.org/term/DOID%3A1793
Doxorubicin	peripheral nervous system neoplasm			http://www.drugbank.ca/drugs/DB00997	http://www.disease-ontology.org/term/DOID%3A1192
Doxorubicin	prostate cancer			http://www.drugbank.ca/drugs/DB00997	http://www.disease-ontology.org/term/DOID%3A10283
Doxorubicin	sarcoma			http://www.drugbank.ca/drugs/DB00997	http://www.disease-ontology.org/term/DOID%3A1115
Doxorubicin	stomach cancer			http://www.drugbank.ca/drugs/DB00997	http://www.disease-ontology.org/term/DOID%3A10534
Doxorubicin	testicular cancer			http://www.drugbank.ca/drugs/DB00997	http://www.disease-ontology.org/term/DOID%3A2998
Doxorubicin	thyroid cancer			http://www.drugbank.ca/drugs/DB00997	http://www.disease-ontology.org/term/DOID%3A1781
Doxorubicin	urinary bladder cancer			http://www.drugbank.ca/drugs/DB00997	http://www.disease-ontology.org/term/DOID%3A11054
Doxorubicin	uterine cancer			http://www.drugbank.ca/drugs/DB00997	http://www.disease-ontology.org/term/DOID%3A363
Doxycycline	chronic obstructive pulmonary disease			http://www.drugbank.ca/drugs/DB00254	http://www.disease-ontology.org/term/DOID%3A3083
Doxycycline	malaria			http://www.drugbank.ca/drugs/DB00254	http://www.disease-ontology.org/term/DOID%3A12365
Drospirenone	polycystic ovary syndrome			http://www.drugbank.ca/drugs/DB01395	http://www.disease-ontology.org/term/DOID%3A11612
Duloxetine	bipolar disorder			http://www.drugbank.ca/drugs/DB00476	http://www.disease-ontology.org/term/DOID%3A3312
Duloxetine	endogenous depression			http://www.drugbank.ca/drugs/DB00476	http://www.disease-ontology.org/term/DOID%3A1595
Dyphylline	asthma			http://www.drugbank.ca/drugs/DB00651	http://www.disease-ontology.org/term/DOID%3A2841
Echothiophate	glaucoma			http://www.drugbank.ca/drugs/DB01057	http://www.disease-ontology.org/term/DOID%3A1686
Echothiophate	refractive error			http://www.drugbank.ca/drugs/DB01057	http://www.disease-ontology.org/term/DOID%3A9835
Efavirenz	acquired immunodeficiency syndrome			http://www.drugbank.ca/drugs/DB00625	http://www.disease-ontology.org/term/DOID%3A635
Eletriptan	migraine			http://www.drugbank.ca/drugs/DB00216	http://www.disease-ontology.org/term/DOID%3A6364
Enalapril	coronary artery disease			http://www.drugbank.ca/drugs/DB00584	http://www.disease-ontology.org/term/DOID%3A3393
Enalapril	hypertension			http://www.drugbank.ca/drugs/DB00584	http://www.disease-ontology.org/term/DOID%3A10763
Enalapril	rheumatoid arthritis			http://www.drugbank.ca/drugs/DB00584	http://www.disease-ontology.org/term/DOID%3A7148
Entacapone	Parkinson's disease			http://www.drugbank.ca/drugs/DB00494	http://www.disease-ontology.org/term/DOID%3A14330
Entecavir	hepatitis B			http://www.drugbank.ca/drugs/DB00442	http://www.disease-ontology.org/term/DOID%3A2043
Ephedrine	allergic rhinitis			http://www.drugbank.ca/drugs/DB01364	http://www.disease-ontology.org/term/DOID%3A4481
Ephedrine	asthma			http://www.drugbank.ca/drugs/DB01364	http://www.disease-ontology.org/term/DOID%3A2841
Epinephrine	allergic rhinitis			http://www.drugbank.ca/drugs/DB00668	http://www.disease-ontology.org/term/DOID%3A4481
